response,pairA_1,pairA_2,pairB_1,pairB_2,subject
1,2.792526803,-3.054326191,0.087266463,2.094395102,2
1,-0.785398163,0.785398163,-2.35619449,-1.134464014,2
1,-1.483529864,-1.308996939,0.610865238,2.792526803,2
0,0,0.523598776,1.570796327,1.919862177,2
1,2.35619449,2.705260341,-2.00712864,0.785398163,2
1,-0.872664626,-0.436332313,1.570796327,-2.443460953,2
1,1.396263402,1.483529864,2.181661565,-2.443460953,2
1,-1.047197551,0.698131701,1.396263402,-2.443460953,2
1,0.610865238,1.745329252,-2.705260341,-1.570796327,2
0,-0.959931089,0.610865238,2.705260341,-2.35619449,2
1,-3.054326191,-2.705260341,1.483529864,1.745329252,2
0,-0.174532925,1.396263402,-2.268928028,-0.872664626,2
1,2.617993878,-1.483529864,0.872664626,2.181661565,2
1,1.745329252,2.792526803,0.174532925,1.658062789,2
0,-0.698131701,2.443460953,3.054326191,-2.00712864,2
0,0,2.879793266,-3.054326191,-2.268928028,2
1,0.523598776,1.047197551,2.181661565,-1.658062789,2
0,1.221730476,-2.879793266,-0.523598776,0.174532925,2
0,-1.047197551,0.087266463,2.617993878,-2.35619449,2
0,-1.134464014,0.523598776,1.221730476,-2.705260341,2
1,2.443460953,-3.054326191,-0.698131701,0.174532925,2
1,0.785398163,1.221730476,-2.443460953,0.174532925,2
0,-1.047197551,1.832595715,2.530727415,2.792526803,2
1,2.967059728,-0.34906585,-0.34906585,2.792526803,2
0,1.396263402,1.658062789,2.268928028,2.705260341,2
1,3.054326191,-2.181661565,1.221730476,2.35619449,2
1,2.094395102,2.530727415,-2.705260341,-0.610865238,2
1,-1.745329252,-0.872664626,0.959931089,2.094395102,2
1,-0.785398163,-0.698131701,0.34906585,1.832595715,2
0,1.832595715,-2.00712864,0.261799388,0.872664626,2
0,0.34906585,1.919862177,-1.308996939,-0.785398163,2
1,1.919862177,2.268928028,-2.705260341,-1.919862177,2
1,-0.959931089,-0.698131701,3.054326191,-1.308996939,2
1,-3.141592654,-2.35619449,0.261799388,2.00712864,2
1,2.181661565,-1.919862177,0.34906585,1.221730476,2
1,0.698131701,0.785398163,-0.698131701,-0.34906585,2
1,-1.134464014,-0.872664626,0.610865238,-2.879793266,2
0,-2.879793266,-0.698131701,0.261799388,0.34906585,2
0,0.872664626,2.094395102,-0.610865238,-0.34906585,2
1,-0.34906585,-0.174532925,2.268928028,-2.967059728,2
1,-0.698131701,-0.523598776,-2.967059728,-2.617993878,2
0,-3.141592654,-1.658062789,1.919862177,2.792526803,2
0,1.308996939,-2.792526803,-2.094395102,-1.047197551,2
1,0.087266463,0.34906585,1.745329252,-2.443460953,2
1,2.268928028,2.792526803,0.087266463,1.483529864,2
0,1.308996939,-3.141592654,0.087266463,0.174532925,2
1,-0.872664626,0,2.967059728,-1.745329252,2
1,-2.705260341,-1.308996939,-1.134464014,1.047197551,2
1,-2.705260341,-1.832595715,0.872664626,-3.141592654,2
1,-2.617993878,-1.919862177,-0.959931089,2.00712864,2
0,-0.959931089,0.698131701,2.181661565,-1.308996939,2
0,-0.959931089,0.785398163,2.181661565,-2.530727415,2
1,2.705260341,-2.268928028,-2.094395102,0.087266463,2
1,-2.35619449,-1.832595715,0.872664626,-2.792526803,2
1,-0.872664626,-0.436332313,-2.967059728,-1.308996939,2
0,-1.745329252,-0.523598776,1.308996939,2.268928028,2
1,1.832595715,2.705260341,-1.658062789,-0.34906585,2
1,-2.00712864,-0.174532925,1.221730476,2.268928028,2
1,1.832595715,-1.396263402,-1.308996939,1.745329252,2
0,0.087266463,2.268928028,-1.483529864,-0.436332313,2
1,1.658062789,1.919862177,-2.967059728,-2.00712864,2
1,2.443460953,2.879793266,-1.308996939,0.34906585,2
1,-1.483529864,-0.610865238,2.443460953,-2.094395102,2
0,-1.570796327,-0.34906585,0.610865238,1.396263402,2
0,0.261799388,0.872664626,1.832595715,-2.617993878,2
1,-1.483529864,-0.174532925,1.308996939,-2.268928028,2
0,0.174532925,2.530727415,-1.832595715,-1.745329252,2
0,2.35619449,-2.181661565,0.087266463,1.483529864,2
0,-0.959931089,0.610865238,-2.094395102,-1.919862177,2
0,0.610865238,-2.879793266,-2.617993878,-1.919862177,2
0,2.094395102,-1.745329252,-1.308996939,-0.261799388,2
0,2.443460953,-3.141592654,-1.221730476,-0.872664626,2
0,1.483529864,-2.268928028,-1.308996939,-1.047197551,2
0,1.134464014,-2.00712864,-0.872664626,0.698131701,2
0,-0.34906585,0.174532925,-2.967059728,-2.879793266,2
0,-0.872664626,0.872664626,2.879793266,-2.705260341,2
1,-2.094395102,-0.610865238,0.610865238,-2.617993878,2
1,-1.396263402,-1.047197551,0.523598776,0.698131701,2
1,-0.261799388,0.261799388,2.705260341,-1.308996939,2
0,-2.617993878,-1.047197551,2.094395102,2.35619449,2
0,0.523598776,1.570796327,2.094395102,-1.483529864,2
1,0.959931089,1.221730476,-2.181661565,-1.047197551,2
1,1.221730476,1.658062789,-1.308996939,-0.872664626,2
0,0,3.054326191,-2.00712864,-0.174532925,2
0,-0.698131701,1.396263402,2.181661565,-3.141592654,2
0,-1.570796327,1.308996939,-2.00712864,-1.832595715,2
1,0.698131701,0.785398163,-1.832595715,-1.570796327,2
1,-1.658062789,-1.396263402,-1.134464014,-0.174532925,2
0,-0.698131701,1.832595715,2.967059728,-3.141592654,2
1,2.617993878,-3.141592654,0.872664626,1.396263402,2
0,1.919862177,-3.141592654,-2.879793266,-0.610865238,2
1,-2.617993878,-1.570796327,0.959931089,2.792526803,2
1,-2.792526803,-1.919862177,-1.832595715,1.134464014,2
1,-1.570796327,1.570796327,1.658062789,-1.658062789,2
1,0.174532925,0.610865238,-1.047197551,-0.174532925,2
0,-0.174532925,0.610865238,3.054326191,-3.054326191,2
0,0.261799388,0.698131701,1.832595715,2.181661565,2
1,0.087266463,0.34906585,-2.094395102,-1.658062789,2
1,1.221730476,1.396263402,-1.570796327,-1.396263402,2
1,-2.792526803,-1.658062789,-1.483529864,1.308996939,2
0,0.523598776,2.879793266,-0.872664626,0.261799388,2
1,2.967059728,-2.35619449,-1.047197551,0.872664626,2
0,-1.483529864,0.436332313,2.094395102,2.705260341,2
1,-3.141592654,-1.832595715,-1.570796327,0.523598776,2
0,0.523598776,1.047197551,-2.268928028,-1.919862177,2
1,-0.436332313,0.261799388,1.919862177,-2.792526803,2
0,1.832595715,-2.879793266,0.959931089,1.134464014,2
0,0.959931089,2.967059728,-1.221730476,-0.959931089,2
1,-1.308996939,-1.221730476,2.705260341,2.967059728,2
0,-2.705260341,-2.00712864,0,0.523598776,2
1,2.879793266,3.054326191,-1.483529864,-1.047197551,2
0,0,0.785398163,2.967059728,-2.443460953,2
0,2.530727415,-2.35619449,-0.872664626,-0.34906585,2
1,2.094395102,2.181661565,-2.879793266,-0.523598776,2
1,-1.308996939,-0.959931089,0.34906585,1.483529864,2
1,1.308996939,2.181661565,-2.181661565,-1.134464014,2
1,2.094395102,2.443460953,-2.35619449,-1.134464014,2
1,2.530727415,2.705260341,-2.617993878,-0.698131701,2
0,-1.221730476,0.610865238,1.308996939,2.879793266,2
1,-0.610865238,-0.436332313,0.261799388,0.785398163,3
1,-1.745329252,-0.785398163,0.610865238,-3.141592654,3
0,-1.483529864,-1.308996939,2.792526803,2.879793266,3
1,0.959931089,1.832595715,-2.530727415,-0.610865238,3
0,2.00712864,-1.832595715,-0.436332313,0.436332313,3
0,0.959931089,2.879793266,-1.919862177,-1.570796327,3
0,-2.792526803,-0.698131701,1.134464014,1.221730476,3
1,-0.523598776,1.483529864,2.792526803,-1.570796327,3
0,-2.181661565,-0.959931089,2.00712864,2.879793266,3
0,2.094395102,-1.919862177,1.047197551,2.00712864,3
0,0.698131701,-2.792526803,-2.705260341,-1.658062789,3
1,0.610865238,0.698131701,-1.832595715,-1.308996939,3
0,2.617993878,-2.181661565,0.436332313,2.35619449,3
1,-1.483529864,-1.047197551,-0.872664626,0.523598776,3
0,-2.094395102,0.34906585,0.523598776,1.396263402,3
1,1.832595715,2.792526803,2.967059728,-0.436332313,3
0,2.094395102,-1.919862177,-0.785398163,-0.34906585,3
1,-2.530727415,-2.094395102,-0.872664626,1.047197551,3
1,-1.658062789,-0.872664626,0.959931089,2.443460953,3
0,-0.436332313,0.523598776,2.879793266,-2.268928028,3
0,-0.261799388,1.832595715,-3.054326191,-1.919862177,3
1,1.483529864,1.658062789,0,0.523598776,3
0,0.872664626,-2.879793266,-2.530727415,-2.443460953,3
1,-0.261799388,0.261799388,2.35619449,-2.094395102,3
1,-2.967059728,-1.570796327,1.658062789,-3.054326191,3
0,0.523598776,2.00712864,2.268928028,2.443460953,3
0,-1.919862177,0.785398163,-2.967059728,-2.443460953,3
0,-2.792526803,-1.047197551,0.436332313,0.523598776,3
1,1.919862177,2.181661565,-0.34906585,1.396263402,3
1,-2.181661565,-1.134464014,-0.785398163,1.134464014,3
0,-1.396263402,-0.698131701,0.785398163,1.047197551,3
0,-2.181661565,-1.134464014,-0.698131701,-0.34906585,3
0,0.698131701,1.134464014,2.443460953,2.792526803,3
1,0.523598776,1.134464014,2.35619449,-2.879793266,3
0,-1.221730476,1.308996939,1.832595715,-2.443460953,3
0,0,-3.141592654,-3.054326191,0,3
0,-1.745329252,-0.34906585,2.792526803,2.967059728,3
1,-1.047197551,-0.959931089,2.00712864,2.617993878,3
0,-2.879793266,-0.436332313,0.261799388,1.047197551,3
1,-2.705260341,-0.610865238,-0.34906585,0.34906585,3
0,-0.959931089,-0.610865238,1.658062789,2.181661565,3
0,0.436332313,2.181661565,-1.745329252,-0.436332313,3
1,-0.698131701,0.174532925,1.658062789,-2.879793266,3
1,0.174532925,0.610865238,0.872664626,1.308996939,3
1,-1.047197551,0.610865238,2.443460953,-2.00712864,3
1,0.872664626,1.221730476,-1.047197551,-0.34906585,3
0,2.705260341,-1.483529864,-0.261799388,2.181661565,3
0,-1.483529864,0.34906585,0.34906585,0.872664626,3
1,2.967059728,-1.745329252,-1.047197551,1.047197551,3
0,2.617993878,-2.705260341,-0.261799388,-0.174532925,3
0,2.35619449,2.530727415,-1.308996939,-1.221730476,3
1,-2.530727415,-2.443460953,-1.570796327,0.34906585,3
1,-1.134464014,-0.174532925,1.658062789,-2.530727415,3
0,-0.436332313,0.698131701,-2.967059728,-2.443460953,3
0,-1.483529864,-0.523598776,-2.443460953,-2.094395102,3
1,0.872664626,1.308996939,-2.530727415,-0.34906585,3
0,-0.785398163,2.181661565,-3.141592654,-1.658062789,3
1,0.785398163,2.35619449,-2.792526803,-0.523598776,3
0,1.832595715,-2.00712864,-1.570796327,-0.436332313,3
0,-2.35619449,-0.610865238,2.443460953,2.792526803,3
1,-2.705260341,-1.483529864,-1.308996939,1.047197551,3
0,2.617993878,-0.785398163,1.832595715,2.094395102,3
1,-2.879793266,-1.483529864,2.094395102,3.054326191,3
0,-2.00712864,0,3.054326191,-2.094395102,3
0,0.34906585,2.705260341,-2.181661565,-1.570796327,3
