response,pairA_1,pairA_2,pairB_1,pairB_2,subject
1,1.745329252,-3.141592654,-2.530727415,-1.745329252,21
1,1.047197551,1.919862177,-0.34906585,0.698131701,21
1,0.174532925,0.872664626,-2.268928028,-0.261799388,21
0,-2.094395102,-1.919862177,-1.658062789,-1.308996939,21
1,-1.658062789,-0.785398163,2.617993878,-2.35619449,21
1,0.959931089,2.792526803,-2.792526803,-0.610865238,21
1,-0.174532925,0.698131701,2.879793266,-2.00712864,21
0,-2.443460953,-1.745329252,0.698131701,3.054326191,21
1,0,1.483529864,-2.967059728,-1.047197551,21
0,2.792526803,-0.872664626,1.483529864,2.268928028,21
0,0,2.967059728,-2.705260341,-1.308996939,21
0,2.967059728,-2.617993878,-0.523598776,-0.174532925,21
0,-2.00712864,-1.570796327,1.483529864,2.00712864,21
0,2.617993878,-2.443460953,0.087266463,1.308996939,21
1,-1.745329252,-0.436332313,0.261799388,-3.054326191,21
0,2.443460953,-2.705260341,-0.610865238,0.610865238,21
1,-1.221730476,-0.698131701,1.483529864,2.443460953,21
0,-0.959931089,1.134464014,-2.705260341,-2.617993878,21
0,-1.221730476,0.785398163,0.872664626,-3.141592654,21
0,-2.967059728,-1.919862177,0.523598776,1.483529864,21
1,0.523598776,0.959931089,2.792526803,3.054326191,21
1,0.698131701,2.530727415,-0.174532925,0.436332313,21
1,1.047197551,1.134464014,-1.221730476,-0.959931089,21
0,-0.261799388,0.523598776,-1.832595715,-1.221730476,21
0,-1.047197551,1.483529864,2.35619449,-2.967059728,21
1,1.221730476,1.308996939,-2.181661565,-0.959931089,21
0,2.705260341,-1.832595715,1.658062789,1.745329252,21
0,-1.047197551,1.570796327,3.054326191,-3.054326191,21
1,-0.610865238,0.436332313,-2.617993878,-1.483529864,21
1,0.087266463,0.436332313,2.705260341,-3.054326191,21
0,-2.00712864,1.134464014,1.221730476,-2.094395102,21
1,-1.658062789,1.396263402,2.181661565,-1.919862177,21
0,-0.610865238,0.436332313,-3.141592654,-2.617993878,21
1,0.523598776,0.872664626,1.134464014,2.094395102,21
1,-0.959931089,-0.610865238,2.181661565,-2.967059728,21
1,-1.832595715,-0.610865238,-0.174532925,1.308996939,21
0,-0.959931089,0.34906585,-2.181661565,-1.570796327,21
1,-2.443460953,-1.221730476,-0.261799388,2.967059728,21
1,1.745329252,2.268928028,2.705260341,-0.610865238,21
1,-1.483529864,-1.308996939,-3.141592654,-2.617993878,21
0,2.879793266,-0.959931089,0.872664626,0.959931089,21
1,-0.34906585,0.436332313,1.308996939,-2.268928028,21
0,2.967059728,-1.308996939,1.134464014,1.396263402,21
1,1.047197551,2.094395102,-0.34906585,0.872664626,21
1,-1.570796327,-1.308996939,0,2.35619449,21
0,0,2.094395102,2.617993878,-2.879793266,21
0,0.785398163,-2.35619449,0.087266463,0.698131701,21
1,-1.221730476,-0.872664626,2.181661565,-2.879793266,21
1,0.174532925,1.570796327,-1.483529864,-0.698131701,21
0,-2.705260341,-2.268928028,1.832595715,2.35619449,21
0,-2.879793266,-1.745329252,1.570796327,2.094395102,21
0,-0.872664626,0.523598776,-1.745329252,-1.047197551,21
1,-0.698131701,1.832595715,1.919862177,-2.443460953,21
1,1.396263402,2.268928028,-1.396263402,-0.261799388,21
1,1.221730476,1.919862177,-1.483529864,0.174532925,21
0,0.174532925,2.792526803,-3.141592654,-2.268928028,21
1,-1.221730476,-1.047197551,-0.959931089,-0.436332313,21
0,2.530727415,-2.35619449,0.872664626,2.094395102,21
0,0.174532925,1.396263402,-1.745329252,-1.483529864,21
0,-2.617993878,-1.396263402,1.658062789,1.745329252,21
1,2.094395102,2.181661565,-2.35619449,-1.308996939,21
0,-0.523598776,1.308996939,-2.792526803,-2.530727415,21
1,1.919862177,-1.570796327,-0.872664626,0,21
1,2.181661565,2.705260341,-2.268928028,0.174532925,21
0,0.174532925,2.530727415,-1.134464014,-0.610865238,21
1,-2.530727415,0.610865238,0.610865238,-2.705260341,21
1,-0.872664626,-0.610865238,1.919862177,-2.967059728,21
1,1.221730476,2.792526803,0.34906585,1.134464014,21
0,2.705260341,-2.792526803,-1.745329252,-0.261799388,21
1,-2.617993878,-2.35619449,-0.959931089,2.181661565,21
1,-0.785398163,-0.174532925,2.094395102,-1.483529864,21
0,2.268928028,2.967059728,0.698131701,1.832595715,21
1,-1.919862177,-1.134464014,2.705260341,3.054326191,21
1,2.792526803,-3.141592654,-1.308996939,1.483529864,21
1,0.698131701,0.785398163,-0.610865238,0,21
0,-1.047197551,0.610865238,1.308996939,-3.141592654,21
1,1.919862177,2.094395102,-1.919862177,0.959931089,21
1,1.047197551,1.308996939,2.35619449,-1.570796327,21
0,1.134464014,2.705260341,0.523598776,0.785398163,21
1,0.174532925,1.832595715,-0.959931089,-0.174532925,21
1,0.610865238,0.959931089,-1.396263402,-0.785398163,21
0,-2.35619449,-0.610865238,0.785398163,2.443460953,21
0,2.879793266,-3.054326191,0.523598776,0.698131701,21
1,-2.094395102,-0.785398163,2.00712864,-2.617993878,21
0,3.054326191,-1.745329252,-1.308996939,-0.610865238,21
0,2.705260341,-0.523598776,1.832595715,1.919862177,21
0,-1.221730476,1.919862177,2.094395102,-3.054326191,21
0,-2.181661565,-0.785398163,1.308996939,1.658062789,21
1,-1.919862177,-0.959931089,0.785398163,2.530727415,21
1,3.054326191,-2.967059728,-2.181661565,0.523598776,21
0,-1.221730476,0.436332313,2.268928028,-3.054326191,21
0,-2.792526803,-1.570796327,1.134464014,2.181661565,22
0,0.698131701,-2.879793266,-2.268928028,0.34906585,22
0,2.181661565,-1.221730476,-0.436332313,0.174532925,22
0,-2.094395102,-0.872664626,0.087266463,0.174532925,22
1,-2.967059728,-2.443460953,-1.658062789,0.261799388,22
1,2.792526803,-2.792526803,0.261799388,2.443460953,22
0,1.919862177,2.879793266,1.134464014,1.745329252,22
1,-2.094395102,-1.308996939,2.268928028,-2.268928028,22
1,-2.530727415,-1.745329252,0,2.879793266,22
1,0.174532925,1.221730476,2.617993878,-0.959931089,22
0,-1.919862177,-0.261799388,2.094395102,-2.35619449,22
0,-2.879793266,-0.523598776,-0.261799388,0.610865238,22
0,2.705260341,-1.308996939,-1.047197551,0.698131701,22
1,-2.00712864,-0.698131701,2.00712864,-2.181661565,22
1,-2.792526803,-0.610865238,0.436332313,1.745329252,22
0,-1.047197551,-0.174532925,-2.35619449,-2.094395102,22
1,2.268928028,-3.054326191,-0.436332313,1.483529864,22
1,1.221730476,1.483529864,-0.610865238,1.047197551,22
0,-0.610865238,0.34906585,-2.617993878,-2.35619449,22
0,0.436332313,1.483529864,2.967059728,-2.705260341,22
1,-1.832595715,-1.570796327,-0.698131701,1.047197551,22
1,2.268928028,-3.141592654,-2.530727415,-0.261799388,22
1,-1.658062789,-0.698131701,0.959931089,-2.967059728,22
0,-0.959931089,0.610865238,0.959931089,1.570796327,22
1,-0.698131701,0.087266463,-2.705260341,-1.047197551,22
0,2.094395102,-1.832595715,-0.785398163,0.523598776,22
0,0.174532925,0.959931089,2.617993878,-2.181661565,22
1,-0.523598776,0.261799388,2.35619449,-3.141592654,22
1,1.221730476,1.308996939,3.054326191,-3.054326191,22
1,1.308996939,2.094395102,2.181661565,-1.134464014,22
0,-0.523598776,0.872664626,3.054326191,-2.35619449,22
0,-3.141592654,-1.134464014,0.698131701,2.268928028,22
1,-2.879793266,-1.396263402,-0.34906585,0.959931089,22
0,1.745329252,2.268928028,0.261799388,0.610865238,22
1,-1.832595715,-0.698131701,1.483529864,2.705260341,22
1,-0.872664626,2.35619449,2.35619449,-0.959931089,22
1,-1.308996939,-1.221730476,-2.443460953,-2.00712864,22
0,-1.134464014,1.047197551,3.054326191,-2.094395102,22
0,2.617993878,-1.919862177,0.436332313,0.523598776,22
1,-3.141592654,-2.530727415,-0.698131701,2.268928028,22
0,-0.698131701,1.745329252,3.054326191,-2.443460953,22
0,-0.523598776,-0.261799388,0,0.698131701,22
1,2.705260341,2.792526803,0.174532925,0.436332313,22
1,0.872664626,1.308996939,2.792526803,-0.698131701,22
1,-2.705260341,-1.483529864,1.134464014,2.705260341,22
1,-2.35619449,-0.959931089,0.698131701,2.443460953,22
1,0.959931089,2.530727415,-2.617993878,-0.436332313,22
1,-2.530727415,-2.443460953,-1.570796327,-0.523598776,22
0,2.35619449,-2.35619449,-1.308996939,-0.436332313,22
1,2.705260341,-2.967059728,-1.483529864,-0.34906585,22
1,-2.530727415,-1.570796327,0.087266463,1.745329252,22
0,-0.436332313,1.221730476,2.530727415,2.792526803,22
1,-0.436332313,-0.174532925,0.34906585,1.832595715,22
0,-1.570796327,0.174532925,0.872664626,1.832595715,22
0,-2.792526803,-2.181661565,-1.919862177,-1.570796327,22
0,2.617993878,-1.483529864,0.087266463,1.570796327,22
1,-2.443460953,-2.35619449,-1.570796327,-0.436332313,22
0,2.35619449,-3.141592654,-2.879793266,-1.919862177,22
0,1.745329252,-2.181661565,0.261799388,1.658062789,22
1,2.268928028,2.617993878,0.959931089,2.094395102,22
0,-2.268928028,0.087266463,2.00712864,2.181661565,22
1,1.221730476,2.530727415,2.705260341,-2.705260341,22
0,0.087266463,0.34906585,-2.530727415,-2.35619449,22
0,-2.792526803,-1.221730476,2.35619449,3.054326191,22
0,-3.141592654,-2.792526803,-1.570796327,-0.785398163,22
1,-3.054326191,-1.483529864,-0.872664626,-0.261799388,22
0,-0.959931089,0.785398163,0.959931089,1.134464014,22
0,0.698131701,-2.530727415,-0.436332313,-0.261799388,22
1,-2.094395102,-0.959931089,0.174532925,2.35619449,22
0,1.570796327,-2.00712864,-0.872664626,-0.785398163,22
0,-1.221730476,1.919862177,1.919862177,-1.396263402,22
1,2.443460953,3.054326191,-0.785398163,0.174532925,22
0,1.832595715,2.530727415,-0.959931089,-0.34906585,22
1,-1.745329252,-0.872664626,0.872664626,2.530727415,22
1,0.959931089,1.832595715,-0.523598776,0.436332313,22
1,0.087266463,0.872664626,2.967059728,-0.959931089,22
0,-2.530727415,-1.658062789,-1.483529864,-0.610865238,22
0,-0.174532925,1.047197551,1.308996939,2.792526803,22
0,0.436332313,-3.054326191,-2.879793266,-1.658062789,22
0,2.00712864,-2.792526803,-1.745329252,-1.570796327,22
1,-2.879793266,-1.658062789,1.308996939,2.879793266,22
0,-1.570796327,-1.221730476,-1.832595715,-1.658062789,22
0,-2.792526803,-1.570796327,0.610865238,1.221730476,22
0,0.872664626,-2.705260341,-0.610865238,0.436332313,22
1,0.174532925,0.785398163,-2.443460953,-1.134464014,22
1,-0.785398163,-0.698131701,0.174532925,1.658062789,22
1,2.094395102,-1.832595715,-0.261799388,1.483529864,22
1,-2.792526803,-1.832595715,-1.134464014,1.570796327,22
0,3.054326191,-0.698131701,0.174532925,1.134464014,22
0,0,2.879793266,-2.705260341,-2.268928028,22
1,1.483529864,1.658062789,-0.523598776,1.047197551,22
0,0.959931089,-2.792526803,-2.181661565,-1.658062789,22
0,2.443460953,-2.268928028,1.396263402,1.483529864,22
0,2.705260341,-2.617993878,-2.443460953,-2.00712864,22
0,-0.698131701,1.134464014,-2.268928028,-1.308996939,22
1,-3.141592654,-2.879793266,1.745329252,2.617993878,22
1,-2.443460953,-0.610865238,-0.523598776,0.610865238,22
1,0.959931089,2.35619449,-1.919862177,-0.610865238,22
0,1.483529864,1.658062789,-1.745329252,-0.436332313,22
1,0.610865238,1.483529864,2.443460953,-1.570796327,22
0,-2.443460953,-0.436332313,-0.174532925,0.872664626,22
0,-2.00712864,-0.34906585,0.436332313,2.00712864,22
1,0.959931089,1.134464014,1.396263402,1.658062789,22
0,-2.35619449,-1.919862177,2.879793266,3.054326191,22
0,-0.959931089,1.308996939,-1.134464014,-1.047197551,22
1,2.094395102,-1.134464014,-1.047197551,2.00712864,22
0,2.705260341,-1.308996939,0.34906585,2.094395102,22
1,-1.483529864,-0.34906585,2.268928028,-2.094395102,22
1,2.268928028,2.35619449,-0.785398163,0.34906585,22
1,1.919862177,2.792526803,-0.959931089,0.785398163,22
0,1.570796327,-2.792526803,-0.610865238,0,22
0,2.967059728,-0.872664626,1.308996939,2.00712864,22
1,-2.617993878,-0.610865238,0.785398163,-3.141592654,22
0,-0.698131701,1.570796327,1.919862177,3.054326191,22
1,1.745329252,2.094395102,-2.967059728,-0.785398163,22
0,1.047197551,-2.879793266,-1.919862177,0.523598776,22
1,2.181661565,-3.141592654,-0.872664626,1.832595715,22
0,0.523598776,1.919862177,-1.832595715,-0.261799388,22
1,-1.570796327,-1.134464014,-2.879793266,-1.919862177,22
0,1.658062789,2.181661565,-0.261799388,-0.174532925,22
0,-3.141592654,0,0.34906585,0.436332313,22
1,1.483529864,2.705260341,3.054326191,-2.094395102,22
1,0.261799388,0.436332313,-2.792526803,-2.530727415,22
0,-2.617993878,0.087266463,2.35619449,-3.141592654,22
1,0.34906585,1.221730476,-2.967059728,-1.483529864,22
0,2.181661565,2.268928028,-1.483529864,-1.308996939,22
1,-1.745329252,-0.34906585,3.054326191,-1.919862177,22
0,-2.268928028,-0.872664626,0.523598776,1.483529864,22
1,0.174532925,0.436332313,2.268928028,-2.617993878,22
1,-1.919862177,-0.872664626,-0.785398163,2.35619449,22
0,-2.00712864,-0.174532925,-2.617993878,-2.181661565,22
1,2.792526803,2.967059728,-0.698131701,0.261799388,22
0,0.872664626,1.745329252,-3.141592654,-2.705260341,22
0,-1.483529864,1.134464014,-2.705260341,-2.268928028,22
0,0.087266463,1.745329252,-1.919862177,-0.34906585,22
0,-1.308996939,1.483529864,2.617993878,-2.792526803,22
1,-1.745329252,-1.570796327,1.308996939,1.745329252,22
0,1.658062789,2.35619449,0.436332313,1.570796327,22
1,-1.919862177,-0.872664626,1.658062789,-3.054326191,22
0,1.134464014,-3.141592654,-2.705260341,-2.617993878,22
1,-1.396263402,1.658062789,1.658062789,-1.570796327,22
0,-2.705260341,-0.34906585,2.181661565,2.268928028,22
0,-2.181661565,-1.658062789,0.523598776,1.221730476,22
1,0.174532925,1.570796327,2.268928028,3.054326191,22
0,1.047197551,-2.35619449,-2.268928028,-1.658062789,22
0,1.221730476,1.570796327,-0.34906585,-0.261799388,22
0,2.181661565,-2.00712864,1.134464014,1.658062789,22
0,2.00712864,2.268928028,-1.483529864,-1.308996939,22
0,0.34906585,2.181661565,-2.35619449,-1.832595715,22
0,1.919862177,-1.658062789,-1.047197551,0,22
0,0.34906585,-2.792526803,-1.832595715,-1.221730476,22
0,-3.141592654,-1.047197551,0.610865238,1.832595715,22
1,-2.879793266,-2.530727415,-1.221730476,1.134464014,22
1,0.436332313,2.443460953,2.705260341,-1.745329252,22
0,0.872664626,-2.443460953,-1.832595715,-1.308996939,22
1,-1.658062789,-0.785398163,0.523598776,1.745329252,22
0,1.658062789,-3.054326191,0.785398163,1.047197551,22
0,-2.181661565,-0.785398163,0.610865238,2.617993878,22
0,-0.785398163,1.483529864,-1.832595715,-1.047197551,22
0,-2.00712864,0.785398163,2.967059728,-2.792526803,22
0,-2.879793266,-1.483529864,-0.523598776,0.34906585,22
0,-2.00712864,-0.872664626,1.308996939,1.396263402,22
1,-2.094395102,-1.832595715,-0.959931089,0.959931089,22
0,2.617993878,-2.705260341,0.959931089,2.094395102,22
1,1.745329252,2.967059728,-1.047197551,1.570796327,22
1,-0.261799388,0.261799388,2.792526803,-1.134464014,22
1,0.785398163,0.872664626,2.530727415,-1.483529864,22
1,-2.35619449,-1.308996939,-1.047197551,0.610865238,22
0,0,0.872664626,3.054326191,-3.054326191,22
1,-0.959931089,-0.436332313,0.261799388,2.268928028,22
1,0.610865238,0.872664626,1.396263402,-1.832595715,22
0,1.047197551,-2.705260341,-1.570796327,-0.785398163,22
1,-1.745329252,-0.436332313,0.087266463,-3.054326191,22
0,0.436332313,2.530727415,-2.443460953,-1.221730476,22
1,-1.658062789,-1.221730476,0.959931089,2.443460953,22
1,-3.141592654,0,0.087266463,3.054326191,22
0,-1.134464014,-0.610865238,1.745329252,1.919862177,22
1,-1.221730476,-0.436332313,0.34906585,-2.967059728,22
1,3.054326191,-0.959931089,-0.523598776,2.181661565,22
1,-0.34906585,-0.174532925,2.792526803,-0.610865238,22
0,0.872664626,1.308996939,-2.792526803,-2.094395102,22
0,-0.610865238,-0.436332313,-1.396263402,-1.308996939,22
1,0.174532925,1.919862177,3.054326191,-1.832595715,22
0,-2.967059728,0.087266463,1.745329252,2.268928028,22
1,-2.00712864,-1.308996939,-3.141592654,-2.792526803,22
1,2.792526803,-2.443460953,-0.610865238,0.261799388,22
1,1.308996939,2.094395102,-2.094395102,1.047197551,22
0,-2.530727415,-0.785398163,2.35619449,2.705260341,22
0,-0.436332313,1.658062789,-2.879793266,-1.658062789,22
1,-1.919862177,-1.745329252,1.570796327,2.967059728,22
0,-2.094395102,0.436332313,2.792526803,-2.967059728,22
1,0.34906585,0.523598776,-1.483529864,0,22
1,0.174532925,1.396263402,3.054326191,-1.308996939,22
1,1.396263402,1.745329252,-0.785398163,0.174532925,22
1,1.919862177,2.00712864,-0.610865238,-0.34906585,22
1,0.174532925,0.436332313,-2.617993878,-2.094395102,22
1,-1.483529864,-0.34906585,0.785398163,2.530727415,22
1,1.919862177,2.792526803,-0.872664626,1.832595715,22
1,-0.174532925,0.436332313,-2.792526803,-0.698131701,22
1,-0.785398163,0.261799388,1.919862177,-3.141592654,22
1,0.872664626,2.00712864,-2.268928028,-1.396263402,22
0,0.34906585,1.134464014,2.094395102,2.268928028,23
0,-2.530727415,-0.610865238,2.00712864,2.35619449,23
0,-0.872664626,0.174532925,0.34906585,2.967059728,23
0,1.134464014,-2.967059728,-1.134464014,-0.872664626,23
0,-0.785398163,1.919862177,-2.617993878,-1.919862177,23
0,1.396263402,-2.792526803,-0.436332313,0,23
0,0.523598776,0.959931089,2.00712864,2.443460953,23
0,-2.792526803,0,2.443460953,3.054326191,23
0,-2.792526803,0.087266463,1.047197551,-3.054326191,23
1,-1.396263402,-1.134464014,-0.698131701,-0.261799388,23
1,-0.610865238,-0.174532925,-2.443460953,-0.785398163,23
1,1.570796327,1.832595715,-2.268928028,-1.570796327,23
0,-3.054326191,-1.134464014,1.134464014,2.967059728,23
0,-1.832595715,-0.785398163,3.054326191,-2.443460953,23
1,-1.919862177,-1.308996939,-0.785398163,1.919862177,23
0,2.181661565,-2.530727415,-1.483529864,-1.134464014,23
0,3.054326191,-0.872664626,-0.34906585,0,23
1,-0.698131701,-0.261799388,1.483529864,2.792526803,23
1,-1.134464014,-0.785398163,1.570796327,2.00712864,23
1,-0.698131701,-0.523598776,-1.221730476,-0.785398163,23
1,-1.919862177,-1.308996939,2.00712864,-2.094395102,23
1,-2.35619449,-1.919862177,0.436332313,1.570796327,23
1,-2.792526803,-0.872664626,0.959931089,2.792526803,23
0,1.134464014,-2.181661565,-1.396263402,-0.34906585,23
0,-2.181661565,-0.698131701,-0.523598776,-0.174532925,23
0,2.705260341,-2.094395102,0.872664626,1.221730476,23
1,0.785398163,2.530727415,2.792526803,-1.308996939,23
0,2.094395102,-3.141592654,-2.530727415,-1.570796327,23
0,2.792526803,-1.396263402,-0.698131701,-0.261799388,23
1,-3.141592654,-0.872664626,0.174532925,0.785398163,23
0,1.483529864,2.617993878,-2.268928028,-1.919862177,23
1,0.872664626,1.134464014,-2.094395102,-1.308996939,23
1,2.443460953,-2.35619449,0.174532925,1.570796327,23
1,1.221730476,2.00712864,-1.221730476,1.047197551,23
0,-2.094395102,0.523598776,2.094395102,2.443460953,23
0,1.745329252,-1.570796327,-1.570796327,1.658062789,23
0,0,2.530727415,-2.705260341,-1.134464014,23
1,2.181661565,-3.054326191,0.872664626,1.396263402,23
1,-2.00712864,-1.570796327,0.34906585,2.268928028,23
0,0.959931089,1.483529864,-2.967059728,-2.705260341,23
0,-1.919862177,0.785398163,2.094395102,-2.181661565,23
1,-1.483529864,-0.436332313,-3.054326191,-2.181661565,23
0,2.268928028,-2.792526803,0.436332313,1.745329252,23
0,2.705260341,-1.832595715,-1.308996939,-0.436332313,23
1,3.054326191,-3.054326191,-2.35619449,-1.570796327,23
1,2.181661565,2.879793266,-3.141592654,-2.35619449,23
0,-2.705260341,-0.523598776,2.443460953,3.054326191,23
1,2.094395102,2.268928028,-3.054326191,-2.35619449,23
0,-0.261799388,2.00712864,2.967059728,-2.181661565,23
1,-1.832595715,-1.483529864,-1.221730476,-0.436332313,23
1,1.134464014,2.181661565,2.530727415,-1.483529864,23
1,-0.698131701,0.261799388,1.658062789,-2.705260341,23
0,0.087266463,2.705260341,-1.047197551,-0.34906585,23
0,2.705260341,-0.698131701,1.658062789,2.617993878,23
1,1.658062789,2.00712864,0.261799388,1.134464014,23
1,-1.483529864,-1.221730476,1.658062789,-2.967059728,23
1,2.967059728,-0.436332313,-0.34906585,0.959931089,23
0,-2.705260341,-1.308996939,-0.523598776,0.174532925,23
1,2.617993878,3.054326191,-2.705260341,-1.221730476,23
0,1.919862177,-3.141592654,-2.792526803,-2.443460953,23
1,-1.483529864,-1.047197551,-0.959931089,1.745329252,23
0,-2.617993878,-0.610865238,0.523598776,0.872664626,23
1,2.094395102,-2.268928028,-0.872664626,0.959931089,23
0,0.610865238,1.308996939,-0.610865238,-0.34906585,23
1,1.047197551,1.221730476,2.967059728,-2.268928028,23
0,-2.094395102,-1.483529864,1.832595715,2.181661565,23
0,2.268928028,-1.919862177,0.523598776,1.483529864,23
0,0.34906585,0.872664626,1.134464014,1.308996939,23
1,2.705260341,-2.443460953,-2.094395102,-0.785398163,23
1,1.134464014,1.308996939,2.181661565,-2.35619449,23
0,0,2.967059728,-3.141592654,0,23
0,1.396263402,3.054326191,-1.134464014,0.785398163,23
1,-2.35619449,-1.570796327,1.570796327,-2.443460953,23
0,-0.785398163,0.174532925,-2.617993878,-1.134464014,23
1,0.959931089,-2.792526803,-0.34906585,0.872664626,23
0,2.705260341,-2.00712864,-0.610865238,1.658062789,23
0,2.181661565,-2.094395102,-1.658062789,-0.872664626,23
0,-2.705260341,0.436332313,2.268928028,-3.054326191,23
1,1.832595715,2.792526803,0.087266463,0.959931089,23
0,-2.00712864,0.698131701,0.785398163,0.872664626,23
0,0.523598776,0.785398163,2.00712864,2.35619449,23
1,-2.617993878,-2.443460953,-1.047197551,0.261799388,23
1,2.443460953,2.967059728,1.221730476,1.919862177,23
1,0.261799388,0.698131701,1.134464014,2.094395102,23
0,0.698131701,1.134464014,-0.698131701,-0.261799388,23
0,-1.658062789,-1.483529864,-2.530727415,-2.268928028,23
1,-1.919862177,-1.832595715,2.094395102,2.443460953,23
1,0.698131701,2.00712864,2.268928028,-0.872664626,23
1,-3.141592654,-2.443460953,-1.832595715,-0.698131701,23
1,-2.530727415,-0.698131701,-0.34906585,2.443460953,23
1,1.047197551,1.134464014,1.483529864,1.919862177,23
1,2.094395102,2.967059728,0.436332313,1.745329252,23
0,-0.698131701,0.174532925,-1.745329252,-0.959931089,23
0,-0.34906585,2.094395102,-2.792526803,-0.436332313,23
1,2.443460953,-3.141592654,-1.221730476,0.261799388,23
0,-2.181661565,-0.436332313,1.919862177,-3.141592654,23
1,0.261799388,0.436332313,1.134464014,2.35619449,23
0,-0.261799388,2.792526803,-1.658062789,-1.396263402,23
1,-2.35619449,-1.832595715,1.658062789,2.705260341,23
0,1.658062789,-3.141592654,-2.617993878,-2.00712864,23
0,1.483529864,2.443460953,2.792526803,-2.792526803,23
1,2.268928028,-2.879793266,0.087266463,1.919862177,23
0,1.919862177,2.530727415,1.221730476,1.396263402,23
1,-0.872664626,-0.174532925,1.745329252,-2.00712864,23
0,-0.785398163,2.35619449,-2.705260341,-2.268928028,23
0,2.443460953,-0.785398163,-0.698131701,2.35619449,23
1,-0.698131701,-0.523598776,1.396263402,-3.141592654,23
0,0.959931089,1.832595715,-2.443460953,-2.268928028,23
0,-1.919862177,1.308996939,1.658062789,3.054326191,23
0,2.094395102,-2.967059728,-0.610865238,0.174532925,23
0,-0.174532925,0.34906585,2.879793266,-2.967059728,23
1,-2.530727415,-0.610865238,-0.261799388,0.698131701,23
1,-0.959931089,-0.436332313,0.698131701,2.967059728,23
0,2.530727415,-1.745329252,0.523598776,1.483529864,23
0,1.483529864,-2.792526803,0.436332313,1.134464014,23
0,-2.967059728,-1.483529864,1.832595715,2.094395102,23
0,-2.617993878,-0.436332313,0.785398163,1.570796327,23
1,-2.268928028,-2.094395102,-0.174532925,1.483529864,23
0,0.261799388,1.745329252,1.919862177,2.792526803,23
1,-2.879793266,-2.530727415,0,1.570796327,23
1,0.698131701,1.047197551,1.745329252,-1.832595715,23
0,-1.570796327,1.658062789,-2.094395102,-1.832595715,23
0,1.221730476,2.792526803,-1.308996939,-1.221730476,23
1,1.047197551,1.221730476,2.792526803,-0.872664626,23
0,2.181661565,2.705260341,1.047197551,1.658062789,23
1,-3.141592654,-2.792526803,-0.261799388,0.34906585,23
0,-0.436332313,0.261799388,0.523598776,-2.879793266,23
0,-2.967059728,-0.34906585,2.00712864,2.967059728,23
1,0.698131701,2.879793266,-2.35619449,-1.832595715,23
1,2.181661565,2.705260341,0.436332313,0.959931089,23
0,0,2.617993878,-1.483529864,-1.308996939,23
0,-1.919862177,-1.047197551,1.570796327,2.617993878,23
1,-2.00712864,-1.483529864,1.221730476,2.792526803,23
1,-1.308996939,-1.047197551,1.919862177,2.617993878,23
0,1.047197551,3.054326191,0.610865238,0.698131701,23
1,-2.268928028,-2.094395102,1.832595715,2.35619449,23
1,-0.436332313,1.396263402,1.658062789,-2.617993878,23
1,-2.00712864,-1.745329252,2.268928028,-2.181661565,23
1,0.959931089,1.221730476,2.530727415,-2.705260341,23
1,-0.610865238,-0.436332313,2.094395102,-3.054326191,23
1,-3.141592654,-0.174532925,0,3.054326191,23
1,2.705260341,-1.570796327,0.959931089,2.530727415,23
1,-1.396263402,-1.221730476,-0.174532925,0.785398163,23
1,-0.872664626,-0.785398163,2.879793266,-1.483529864,23
0,0.610865238,3.054326191,-2.443460953,-2.268928028,23
1,-1.570796327,-1.047197551,-0.785398163,0.087266463,23
1,-2.00712864,-1.308996939,0.261799388,2.268928028,23
0,0.959931089,2.35619449,-2.705260341,-2.268928028,23
1,2.443460953,-1.570796327,-1.396263402,1.134464014,23
1,-1.308996939,0,0.610865238,2.879793266,23
0,-1.745329252,0.174532925,2.705260341,-2.792526803,23
1,2.967059728,3.054326191,0.174532925,1.919862177,23
0,1.047197551,2.879793266,-0.610865238,0.872664626,23
0,-2.705260341,-1.047197551,0.087266463,0.436332313,23
0,0.34906585,2.268928028,2.617993878,2.879793266,23
1,0.087266463,0.785398163,-2.705260341,-2.094395102,23
0,-0.436332313,1.308996939,-1.832595715,-1.483529864,23
0,-1.745329252,-0.436332313,-3.054326191,-2.705260341,23
1,0,0.610865238,2.00712864,-2.967059728,23
1,-2.792526803,-2.35619449,-0.698131701,0.698131701,23
1,1.832595715,-3.054326191,-0.261799388,1.134464014,23
1,-3.141592654,-1.919862177,-0.610865238,1.221730476,23
0,-1.308996939,-0.34906585,2.443460953,2.967059728,23
1,-1.396263402,-0.436332313,1.134464014,2.35619449,23
1,-1.832595715,-1.396263402,0.785398163,-2.443460953,23
0,-0.261799388,0.436332313,-2.705260341,-2.617993878,23
0,-0.959931089,0.698131701,1.570796327,-2.879793266,23
1,-3.054326191,-1.570796327,-0.698131701,0.610865238,23
0,-2.094395102,-0.872664626,2.967059728,-3.141592654,23
0,3.054326191,-2.443460953,0.261799388,1.047197551,23
1,-2.705260341,-2.443460953,-0.610865238,1.832595715,23
0,-3.054326191,-2.268928028,-0.785398163,-0.698131701,23
1,2.967059728,-1.483529864,-0.610865238,1.047197551,23
0,-1.134464014,0.436332313,-2.530727415,-2.35619449,23
1,-1.658062789,-1.396263402,-2.967059728,-2.00712864,23
0,1.483529864,-1.745329252,-1.658062789,1.396263402,23
