error,nontarget_error_1,nontarget_error_2,nontarget_error_3,nontarget_error_4,nontarget_error_5,setsize,response,target,nontarget_1,nontarget_2,nontarget_3,nontarget_4,nontarget_5,subject
2.14675498,-2.338741198,-1.623156204,-0.314159265,-0.122173048,2.652900463,6,-2.967059728,1.169370599,0.977384381,1.692969374,3.001966313,-3.089232776,-0.314159265,23
-1.291543646,2.321287905,2.478367538,-3.054326191,-0.977384381,0.157079633,6,-0.593411946,0.698131701,1.727875959,1.884955592,2.635447171,-1.570796327,-0.436332313,23
0.855211333,2.28638132,-2.321287905,-0.331612558,0.331612558,0.401425728,6,-1.082104136,-1.93731547,1.204277184,2.879793266,-1.413716694,-0.750491578,-0.680678408,23
3.036872898,-2.268928028,-1.989675347,0.104719755,0.750491578,2.809980096,6,-2.862339973,0.383972435,1.151917306,1.431169987,-2.757620218,-2.111848395,-0.052359878,23
0.052359878,-1.466076572,-0.977384381,-0.191986218,0.872664626,2.094395102,6,3.089232776,3.036872898,1.623156204,2.111848395,2.897246558,-2.321287905,-1.099557429,23
1.099557429,0.575958653,0.820304748,0.959931089,1.134464014,-1.658062789,6,0.244346095,-0.855211333,0.820304748,1.064650844,1.204277184,1.378810109,-1.413716694,23
-0.663225116,-2.059488517,-1.658062789,-0.052359878,0.506145483,-2.391101075,6,2.21656815,2.879793266,0.157079633,0.558505361,2.164208272,2.722713633,-0.174532925,23
0.261799388,2.513274123,2.984513021,0.122173048,0.523598776,1.099557429,6,-2.478367538,-2.740166926,0.034906585,0.506145483,-2.35619449,-1.954768762,-1.378810109,23
0.401425728,-1.675516082,1.151917306,1.169370599,1.291543646,1.361356817,6,2.094395102,1.692969374,0.41887902,-3.036872898,-3.019419606,-2.897246558,-2.827433388,23
-0.488692191,0.314159265,0.575958653,1.343903524,2.722713633,-1.884955592,6,0.366519143,0.855211333,0.680678408,0.942477796,1.710422667,3.089232776,-1.518436449,23
0.872664626,-1.431169987,-0.104719755,1.151917306,1.815142422,-3.001966313,6,2.251474735,1.378810109,0.820304748,2.14675498,-2.879793266,-2.21656815,-0.750491578,23
0.488692191,0.558505361,0.837758041,1.989675347,2.042035225,2.111848395,6,-2.338741198,-2.827433388,-1.780235837,-1.500983157,-0.34906585,-0.296705973,-0.226892803,23
0.488692191,-2.949606436,0.331612558,0.331612558,0.890117919,1.8675023,6,-2.164208272,-2.652900463,1.169370599,-1.832595715,-1.832595715,-1.274090354,-0.296705973,23
-1.396263402,-0.383972435,-0.226892803,0.20943951,0.750491578,1.954768762,6,2.914699851,-1.972222055,2.530727415,2.687807048,3.124139361,-2.617993878,-1.413716694,23
-0.174532925,-0.331612558,0.820304748,1.431169987,2.775073511,-2.862339973,6,1.902408885,2.07694181,1.570796327,2.722713633,-2.949606436,-1.605702912,-0.959931089,23
-1.850049007,1.291543646,2.14675498,-2.967059728,-0.767944871,0.34906585,6,-1.082104136,0.767944871,0.20943951,1.064650844,2.234021443,-1.850049007,-0.733038286,23
0.453785606,-2.00712864,-1.710422667,-0.436332313,0.453785606,0.645771823,6,-2.967059728,2.862339973,1.308996939,1.605702912,2.879793266,-2.513274123,-2.321287905,23
-0.034906585,-2.792526803,-0.401425728,-0.401425728,-0.314159265,0.645771823,6,-2.932153143,-2.897246558,0.558505361,2.949606436,2.949606436,3.036872898,-2.28638132,23
1.79768913,-3.071779484,-1.396263402,-0.06981317,1.047197551,2.303834613,6,-2.373647783,2.111848395,0.837758041,2.513274123,-2.443460953,-1.326450232,-0.06981317,23
-0.087266463,-1.745329252,-1.483529864,-1.239183769,-0.767944871,-0.122173048,6,-2.460914245,-2.373647783,2.07694181,2.338741198,2.583087293,3.054326191,-2.583087293,23
-2.652900463,-0.20943951,2.600540585,-3.124139361,-3.106686069,-1.605702912,6,1.064650844,-2.565634,0.855211333,-2.617993878,-2.059488517,-2.042035225,-0.541052068,23
-3.106686069,-1.431169987,-0.523598776,-0.453785606,-0.20943951,1.029744259,6,-2.600540585,0.506145483,2.251474735,-3.124139361,-3.054326191,-2.809980096,-1.570796327,23
0.226892803,-0.523598776,-1.151917306,NaN,NaN,NaN,3,0.558505361,0.331612558,0.034906585,-0.593411946,NaN,NaN,NaN,24
-0.06981317,-0.052359878,0.20943951,NaN,NaN,NaN,3,-2.234021443,-2.164208272,-2.28638132,-2.024581932,NaN,NaN,NaN,24
-0.872664626,0.122173048,0.890117919,NaN,NaN,NaN,3,0.244346095,1.117010721,0.366519143,1.134464014,NaN,NaN,NaN,24
0.191986218,0.994837674,2.321287905,NaN,NaN,NaN,3,-2.565634,-2.757620218,-1.570796327,-0.244346095,NaN,NaN,NaN,24
-0.13962634,-2.338741198,-2.321287905,NaN,NaN,NaN,3,1.675516082,1.815142422,-0.663225116,-0.645771823,NaN,NaN,NaN,24
0.698131701,0.453785606,1.954768762,NaN,NaN,NaN,3,1.902408885,1.204277184,2.35619449,-2.42600766,NaN,NaN,NaN,24
0.087266463,-3.141592654,0.34906585,NaN,NaN,NaN,3,-0.575958653,-0.663225116,2.565634,-0.226892803,NaN,NaN,NaN,24
0.436332313,2.530727415,-0.261799388,NaN,NaN,NaN,3,-0.994837674,-1.431169987,1.535889742,-1.256637061,NaN,NaN,NaN,24
-0.575958653,-2.949606436,-0.872664626,NaN,NaN,NaN,3,0.226892803,0.802851456,-2.722713633,-0.645771823,NaN,NaN,NaN,24
0.314159265,1.343903524,1.396263402,NaN,NaN,NaN,3,-0.802851456,-1.117010721,0.541052068,0.593411946,NaN,NaN,NaN,24
0.488692191,0.994837674,-1.692969374,NaN,NaN,NaN,3,-0.471238898,-0.959931089,0.523598776,-2.164208272,NaN,NaN,NaN,24
-0.13962634,2.844886681,-1.466076572,NaN,NaN,NaN,3,1.029744259,1.169370599,-2.408554368,-0.436332313,NaN,NaN,NaN,24
-0.907571211,-0.314159265,-0.20943951,NaN,NaN,NaN,3,2.14675498,3.054326191,1.832595715,1.93731547,NaN,NaN,NaN,24
-0.226892803,-2.967059728,0,NaN,NaN,NaN,3,-2.303834613,-2.07694181,1.012290966,-2.303834613,NaN,NaN,NaN,24
-0.052359878,-2.775073511,-2.28638132,NaN,NaN,NaN,3,2.897246558,2.949606436,0.122173048,0.610865238,NaN,NaN,NaN,24
0.226892803,2.670353756,-1.919862177,NaN,NaN,NaN,3,1.832595715,1.605702912,-1.780235837,-0.087266463,NaN,NaN,NaN,24
1.431169987,0.575958653,0.261799388,NaN,NaN,NaN,3,-0.34906585,-1.780235837,0.226892803,-0.087266463,NaN,NaN,NaN,24
0.157079633,-2.21656815,1.448623279,NaN,NaN,NaN,3,-1.919862177,-2.07694181,2.14675498,-0.471238898,NaN,NaN,NaN,24
-1.274090354,-0.593411946,2.111848395,NaN,NaN,NaN,3,1.500983157,2.775073511,0.907571211,-2.670353756,NaN,NaN,NaN,24
0.13962634,-2.670353756,-2.548180708,NaN,NaN,NaN,3,-0.628318531,-0.767944871,2.984513021,3.106686069,NaN,NaN,NaN,24
-0.13962634,-2.792526803,-0.959931089,NaN,NaN,NaN,3,-2.35619449,-2.21656815,1.134464014,2.967059728,NaN,NaN,NaN,24
-1.884955592,2.07694181,2.827433388,NaN,NaN,NaN,3,-1.169370599,0.715584993,0.907571211,1.658062789,NaN,NaN,NaN,24
0.366519143,-0.506145483,-0.331612558,NaN,NaN,NaN,3,-2.600540585,-2.967059728,-3.106686069,-2.932153143,NaN,NaN,NaN,24
0.27925268,-0.314159265,1.047197551,NaN,NaN,NaN,3,-1.151917306,-1.431169987,-1.466076572,-0.104719755,NaN,NaN,NaN,24
-0.191986218,2.00712864,-0.575958653,NaN,NaN,NaN,3,-0.942477796,-0.750491578,1.064650844,-1.518436449,NaN,NaN,NaN,24
-0.157079633,2.460914245,-2.373647783,NaN,NaN,NaN,3,-0.837758041,-0.680678408,1.623156204,3.071779484,NaN,NaN,NaN,24
-0.680678408,2.024581932,2.338741198,NaN,NaN,NaN,3,1.8675023,2.548180708,-2.391101075,-2.07694181,NaN,NaN,NaN,24
0.034906585,-0.27925268,2.513274123,NaN,NaN,NaN,3,1.378810109,1.343903524,1.099557429,-2.391101075,NaN,NaN,NaN,24
0.506145483,1.954768762,-2.059488517,NaN,NaN,NaN,3,-0.645771823,-1.151917306,1.308996939,-2.705260341,NaN,NaN,NaN,24
-0.296705973,3.019419606,-1.8675023,NaN,NaN,NaN,3,0.41887902,0.715584993,-2.844886681,-1.448623279,NaN,NaN,NaN,24
0.122173048,-0.628318531,1.239183769,NaN,NaN,NaN,3,1.692969374,1.570796327,1.064650844,2.932153143,NaN,NaN,NaN,24
1.623156204,-0.698131701,0.191986218,NaN,NaN,NaN,3,-0.715584993,-2.338741198,-1.413716694,-0.523598776,NaN,NaN,NaN,24
-1.308996939,1.605702912,-0.663225116,NaN,NaN,NaN,3,-0.488692191,0.820304748,1.117010721,-1.151917306,NaN,NaN,NaN,24
-0.314159265,-0.733038286,0.541052068,NaN,NaN,NaN,3,-1.221730476,-0.907571211,-1.954768762,-0.680678408,NaN,NaN,NaN,24
0.680678408,1.064650844,1.8675023,NaN,NaN,NaN,3,-0.610865238,-1.291543646,0.453785606,1.256637061,NaN,NaN,NaN,24
0.157079633,1.326450232,2.14675498,NaN,NaN,NaN,3,-2.949606436,-3.106686069,-1.623156204,-0.802851456,NaN,NaN,NaN,24
-0.383972435,-1.570796327,0.610865238,NaN,NaN,NaN,3,-0.890117919,-0.506145483,-2.460914245,-0.27925268,NaN,NaN,NaN,24
1.047197551,-2.164208272,-0.244346095,NaN,NaN,NaN,3,-2.21656815,3.019419606,1.902408885,-2.460914245,NaN,NaN,NaN,24
0.06981317,0.610865238,1.727875959,NaN,NaN,NaN,3,-0.558505361,-0.628318531,0.052359878,1.169370599,NaN,NaN,NaN,24
-1.029744259,-2.548180708,-1.343903524,NaN,NaN,NaN,3,-1.79768913,-0.767944871,1.93731547,-3.141592654,NaN,NaN,NaN,24
0.314159265,0.575958653,0.750491578,NaN,NaN,NaN,3,2.181661565,1.8675023,2.757620218,2.932153143,NaN,NaN,NaN,24
2.617993878,0.087266463,-2.303834613,NaN,NaN,NaN,3,2.059488517,-0.558505361,2.14675498,-0.244346095,NaN,NaN,NaN,24
-0.27925268,-0.453785606,0.191986218,NaN,NaN,NaN,3,-2.338741198,-2.059488517,-2.792526803,-2.14675498,NaN,NaN,NaN,24
1.186823891,-0.06981317,2.059488517,NaN,NaN,NaN,3,1.762782545,0.575958653,1.692969374,-2.460914245,NaN,NaN,NaN,24
-0.087266463,-1.989675347,0.610865238,NaN,NaN,NaN,3,2.268928028,2.35619449,0.27925268,2.879793266,NaN,NaN,NaN,24
3.036872898,-1.396263402,-0.13962634,NaN,NaN,NaN,3,-1.361356817,1.884955592,-2.757620218,-1.500983157,NaN,NaN,NaN,24
1.553343034,-0.41887902,0.034906585,NaN,NaN,NaN,3,-0.802851456,-2.35619449,-1.221730476,-0.767944871,NaN,NaN,NaN,24
0.366519143,0.785398163,1.727875959,NaN,NaN,NaN,3,-0.453785606,-0.820304748,0.331612558,1.274090354,NaN,NaN,NaN,24
0.13962634,0.820304748,0.942477796,NaN,NaN,NaN,3,-0.471238898,-0.610865238,0.34906585,0.471238898,NaN,NaN,NaN,24
0.593411946,-0.314159265,-2.234021443,NaN,NaN,NaN,3,0.471238898,-0.122173048,0.157079633,-1.762782545,NaN,NaN,NaN,24
-1.466076572,-1.169370599,-0.907571211,1.902408885,2.583087293,2.757620218,6,-2.792526803,-1.326450232,2.321287905,2.583087293,-0.890117919,-0.20943951,-0.034906585,24
0.698131701,0.06981317,0.226892803,2.391101075,2.844886681,-1.064650844,6,0.488692191,-0.20943951,0.558505361,0.715584993,2.879793266,-2.949606436,-0.575958653,24
0.034906585,-1.954768762,-0.191986218,1.588249619,2.984513021,2.984513021,6,2.932153143,2.897246558,0.977384381,2.740166926,-1.762782545,-0.366519143,-0.366519143,24
0.191986218,1.692969374,2.234021443,2.914699851,-2.583087293,-1.780235837,6,1.535889742,1.343903524,-3.054326191,-2.513274123,-1.832595715,-1.047197551,-0.244346095,24
1.274090354,-0.017453293,0.226892803,1.274090354,3.071779484,-0.593411946,6,0.436332313,-0.837758041,0.41887902,0.663225116,1.710422667,-2.775073511,-0.157079633,24
0.436332313,-0.314159265,0.471238898,2.234021443,3.019419606,-3.071779484,6,1.972222055,1.535889742,1.658062789,2.443460953,-2.07694181,-1.291543646,-1.099557429,24
0.959931089,-1.343903524,-0.680678408,-0.314159265,2.583087293,2.775073511,6,-2.914699851,2.408554368,2.024581932,2.687807048,3.054326191,-0.331612558,-0.13962634,24
0.174532925,0.977384381,1.692969374,-2.932153143,-1.483529864,-1.204277184,6,-0.593411946,-0.767944871,0.383972435,1.099557429,2.757620218,-2.07694181,-1.79768913,24
1.047197551,0.401425728,0.872664626,1.815142422,-2.652900463,-0.436332313,6,0.104719755,-0.942477796,0.506145483,0.977384381,1.919862177,-2.548180708,-0.331612558,24
-2.094395102,-2.809980096,-2.478367538,-2.460914245,-0.366519143,0.628318531,6,-1.919862177,0.174532925,1.553343034,1.884955592,1.902408885,-2.28638132,-1.291543646,24
1.588249619,-0.541052068,0.541052068,0.820304748,-2.460914245,-2.28638132,6,2.181661565,0.593411946,1.640609497,2.722713633,3.001966313,-0.27925268,-0.104719755,24
0.488692191,2.460914245,-2.967059728,-0.628318531,-0.506145483,-0.034906585,6,-0.523598776,-1.012290966,1.93731547,2.792526803,-1.151917306,-1.029744259,-0.558505361,24
0.506145483,0.453785606,2.705260341,-3.019419606,-1.151917306,-0.680678408,6,0.174532925,-0.331612558,0.628318531,2.879793266,-2.844886681,-0.977384381,-0.506145483,24
-2.321287905,1.692969374,-2.513274123,-2.408554368,-1.762782545,0.034906585,6,-1.466076572,0.855211333,0.226892803,2.303834613,2.408554368,3.054326191,-1.431169987,24
1.326450232,0.610865238,0.610865238,0.855211333,1.291543646,2.809980096,6,0.593411946,-0.733038286,1.204277184,1.204277184,1.448623279,1.884955592,-2.879793266,24
2.181661565,0.41887902,1.029744259,1.134464014,2.321287905,-2.827433388,6,0,-2.181661565,0.41887902,1.029744259,1.134464014,2.321287905,-2.827433388,24
-2.775073511,1.884955592,1.954768762,2.932153143,-2.234021443,0.663225116,6,-1.221730476,1.553343034,0.663225116,0.733038286,1.710422667,2.827433388,-0.558505361,24
-0.401425728,-2.775073511,-1.588249619,0.401425728,1.588249619,1.623156204,6,-2.635447171,-2.234021443,0.872664626,2.059488517,-2.234021443,-1.047197551,-1.012290966,24
0.052359878,-0.663225116,-0.575958653,0,0.663225116,-2.303834613,6,1.553343034,1.500983157,0.890117919,0.977384381,1.553343034,2.21656815,-0.750491578,24
0.226892803,2.35619449,2.391101075,-2.722713633,-2.321287905,-1.692969374,6,-0.628318531,-0.855211333,1.727875959,1.762782545,2.932153143,-2.949606436,-2.321287905,24
2.932153143,0.296705973,0.890117919,1.221730476,1.274090354,-3.106686069,6,0.122173048,-2.809980096,0.41887902,1.012290966,1.343903524,1.396263402,-2.984513021,24
0.663225116,-2.00712864,-0.628318531,0.733038286,2.321287905,2.460914245,6,2.617993878,1.954768762,0.610865238,1.989675347,-2.932153143,-1.343903524,-1.204277184,24
1.012290966,-2.652900463,-2.513274123,-2.42600766,-0.453785606,1.064650844,6,-1.169370599,-2.181661565,2.460914245,2.600540585,2.687807048,-1.623156204,-0.104719755,24
0.331612558,-2.460914245,-2.28638132,-2.07694181,-1.553343034,1.151917306,6,-1.745329252,-2.07694181,2.07694181,2.251474735,2.460914245,2.984513021,-0.593411946,24
-3.106686069,0.994837674,-2.391101075,-1.326450232,-0.959931089,-0.715584993,6,-0.488692191,2.617993878,0.506145483,-2.879793266,-1.815142422,-1.448623279,-1.204277184,24
0.366519143,1.623156204,-2.844886681,-2.530727415,-1.762782545,-0.087266463,6,-0.191986218,-0.558505361,1.431169987,-3.036872898,-2.722713633,-1.954768762,-0.27925268,24
0.174532925,2.460914245,2.827433388,-2.373647783,-1.396263402,-1.186823891,6,-2.321287905,-2.49582083,0.13962634,0.506145483,1.588249619,2.565634,2.775073511,24
1.221730476,1.186823891,1.588249619,-1.553343034,-0.558505361,-0.191986218,6,-0.942477796,-2.164208272,0.244346095,0.645771823,-2.49582083,-1.500983157,-1.134464014,24
-2.129301687,1.710422667,2.513274123,-2.07694181,-0.802851456,0.593411946,6,-1.204277184,0.925024504,0.506145483,1.308996939,3.001966313,-2.00712864,-0.610865238,24
0.802851456,-2.792526803,-2.303834613,-1.605702912,-1.588249619,0.785398163,6,-1.745329252,-2.548180708,1.745329252,2.234021443,2.932153143,2.949606436,-0.959931089,24
-0.27925268,1.954768762,-2.897246558,-0.977384381,-0.541052068,0.820304748,6,-1.483529864,-1.204277184,0.471238898,1.902408885,-2.460914245,-2.024581932,-0.663225116,24
-2.583087293,2.059488517,2.35619449,-3.141592654,-0.401425728,-0.20943951,6,-1.082104136,1.500983157,0.977384381,1.274090354,2.059488517,-1.483529864,-1.291543646,24
1.640609497,2.862339973,2.897246558,-1.326450232,0.680678408,0.872664626,6,-1.256637061,-2.897246558,1.605702912,1.640609497,-2.583087293,-0.575958653,-0.383972435,24
-0.34906585,-2.094395102,-0.959931089,0.663225116,0.855211333,1.989675347,6,-2.809980096,-2.460914245,1.378810109,2.513274123,-2.14675498,-1.954768762,-0.820304748,24
1.204277184,1.500983157,-0.942477796,-0.244346095,1.169370599,1.343903524,6,-1.396263402,-2.600540585,0.104719755,-2.338741198,-1.640609497,-0.226892803,-0.052359878,24
0.296705973,1.500983157,-1.500983157,-1.151917306,-0.471238898,0.174532925,6,-0.593411946,-0.890117919,0.907571211,-2.094395102,-1.745329252,-1.064650844,-0.41887902,24
-1.117010721,1.204277184,1.221730476,2.635447171,0.34906585,0.41887902,6,-0.610865238,0.506145483,0.593411946,0.610865238,2.024581932,-0.261799388,-0.191986218,24
-3.001966313,2.687807048,2.687807048,-3.019419606,-1.710422667,-0.680678408,6,0.13962634,-3.141592654,2.827433388,2.827433388,-2.879793266,-1.570796327,-0.541052068,24
2.879793266,-0.977384381,-0.558505361,0.506145483,1.186823891,2.949606436,6,2.635447171,-0.244346095,1.658062789,2.07694181,-3.141592654,-2.460914245,-0.698131701,24
2.42600766,-2.687807048,-2.07694181,-1.954768762,-1.483529864,-0.610865238,6,-1.117010721,2.740166926,2.478367538,3.089232776,-3.071779484,-2.600540585,-1.727875959,24
-0.575958653,2.042035225,-2.391101075,-2.199114858,-0.523598776,0.750491578,6,-1.431169987,-0.855211333,0.610865238,2.460914245,2.652900463,-1.954768762,-0.680678408,24
1.745329252,-1.902408885,-0.959931089,0.715584993,1.134464014,2.617993878,6,1.93731547,0.191986218,0.034906585,0.977384381,2.652900463,3.071779484,-1.727875959,24
2.914699851,1.117010721,2.827433388,-3.054326191,-0.06981317,0.541052068,6,-1.012290966,2.35619449,0.104719755,1.815142422,2.21656815,-1.082104136,-0.471238898,24
-0.41887902,-1.79768913,-0.488692191,0.820304748,2.00712864,2.548180708,6,2.740166926,-3.124139361,0.942477796,2.251474735,-2.722713633,-1.535889742,-0.994837674,24
-0.41887902,1.919862177,2.583087293,2.914699851,-2.14675498,1.204277184,6,-1.413716694,-0.994837674,0.506145483,1.169370599,1.500983157,2.722713633,-0.20943951,24
-0.750491578,-2.530727415,-1.448623279,-1.117010721,-0.820304748,0.41887902,6,-1.570796327,-0.820304748,2.181661565,-3.019419606,-2.687807048,-2.391101075,-1.151917306,24
-2.111848395,1.012290966,2.687807048,3.019419606,-0.994837674,0.41887902,6,-0.488692191,1.623156204,0.523598776,2.199114858,2.530727415,-1.483529864,-0.06981317,24
0.994837674,-1.099557429,-0.593411946,-0.226892803,1.239183769,2.792526803,6,2.687807048,1.692969374,1.588249619,2.094395102,2.460914245,-2.35619449,-0.802851456,24
-2.42600766,0.20943951,1.745329252,1.815142422,2.513274123,2.844886681,6,-0.06981317,2.35619449,0.13962634,1.675516082,1.745329252,2.443460953,2.775073511,24
0.226892803,1.274090354,1.815142422,2.652900463,-1.500983157,0.383972435,6,-0.994837674,-1.221730476,0.27925268,0.820304748,1.658062789,-2.49582083,-0.610865238,24
-0.157079633,-0.261799388,1.727875959,NaN,NaN,NaN,3,-2.042035225,-1.884955592,-2.303834613,-0.314159265,NaN,NaN,NaN,25
0.06981317,-2.687807048,2.775073511,NaN,NaN,NaN,3,2.757620218,2.687807048,0.06981317,-0.750491578,NaN,NaN,NaN,25
-0.104719755,-0.383972435,0.575958653,NaN,NaN,NaN,3,2.914699851,3.019419606,2.530727415,-2.792526803,NaN,NaN,NaN,25
0.174532925,0.663225116,0.994837674,NaN,NaN,NaN,3,1.186823891,1.012290966,1.850049007,2.181661565,NaN,NaN,NaN,25
0.314159265,-0.872664626,-0.261799388,NaN,NaN,NaN,3,1.570796327,1.256637061,0.698131701,1.308996939,NaN,NaN,NaN,25
0.087266463,-2.07694181,-0.157079633,NaN,NaN,NaN,3,-2.460914245,-2.548180708,1.745329252,-2.617993878,NaN,NaN,NaN,25
-0.157079633,-0.06981317,2.042035225,NaN,NaN,NaN,3,1.431169987,1.588249619,1.361356817,-2.809980096,NaN,NaN,NaN,25
-0.366519143,-2.00712864,0.663225116,NaN,NaN,NaN,3,-2.617993878,-2.251474735,1.658062789,-1.954768762,NaN,NaN,NaN,25
-0.645771823,-0.244346095,1.466076572,NaN,NaN,NaN,3,1.256637061,1.902408885,1.012290966,2.722713633,NaN,NaN,NaN,25
0.052359878,-1.274090354,2.478367538,NaN,NaN,NaN,3,1.343903524,1.291543646,0.06981317,-2.460914245,NaN,NaN,NaN,25
-0.06981317,-2.827433388,-0.366519143,NaN,NaN,NaN,3,-1.186823891,-1.117010721,2.268928028,-1.553343034,NaN,NaN,NaN,25
-0.488692191,0.296705973,0.541052068,NaN,NaN,NaN,3,1.431169987,1.919862177,1.727875959,1.972222055,NaN,NaN,NaN,25
0.191986218,-2.844886681,0.837758041,NaN,NaN,NaN,3,-1.064650844,-1.256637061,2.373647783,-0.226892803,NaN,NaN,NaN,25
0.261799388,-2.722713633,1.972222055,NaN,NaN,NaN,3,-2.408554368,-2.670353756,1.151917306,-0.436332313,NaN,NaN,NaN,25
-0.314159265,0.523598776,-2.792526803,NaN,NaN,NaN,3,1.535889742,1.850049007,2.059488517,-1.256637061,NaN,NaN,NaN,25
-0.541052068,-2.949606436,0.872664626,NaN,NaN,NaN,3,-1.274090354,-0.733038286,2.059488517,-0.401425728,NaN,NaN,NaN,25
0.20943951,-2.024581932,0.680678408,NaN,NaN,NaN,3,-1.396263402,-1.605702912,2.862339973,-0.715584993,NaN,NaN,NaN,25
-0.052359878,-0.174532925,0.785398163,NaN,NaN,NaN,3,-2.408554368,-2.35619449,-2.583087293,-1.623156204,NaN,NaN,NaN,25
-0.034906585,-1.832595715,-0.261799388,NaN,NaN,NaN,3,-0.314159265,-0.27925268,-2.14675498,-0.575958653,NaN,NaN,NaN,25
-0.34906585,-3.141592654,-1.553343034,NaN,NaN,NaN,3,-1.466076572,-1.117010721,1.675516082,-3.019419606,NaN,NaN,NaN,25
-0.226892803,0.087266463,-1.832595715,NaN,NaN,NaN,3,1.675516082,1.902408885,1.762782545,-0.157079633,NaN,NaN,NaN,25
0.087266463,-1.029744259,-3.106686069,NaN,NaN,NaN,3,1.064650844,0.977384381,0.034906585,-2.042035225,NaN,NaN,NaN,25
0.890117919,-0.314159265,1.570796327,NaN,NaN,NaN,3,2.617993878,1.727875959,2.303834613,-2.094395102,NaN,NaN,NaN,25
0.191986218,1.640609497,-3.019419606,NaN,NaN,NaN,3,-1.274090354,-1.466076572,0.366519143,1.989675347,NaN,NaN,NaN,25
1.815142422,0.628318531,-2.478367538,NaN,NaN,NaN,3,1.919862177,0.104719755,2.548180708,-0.558505361,NaN,NaN,NaN,25
0.017453293,-3.124139361,-2.775073511,NaN,NaN,NaN,3,2.513274123,2.49582083,-0.610865238,-0.261799388,NaN,NaN,NaN,25
2.111848395,2.722713633,2.775073511,NaN,NaN,NaN,3,-1.483529864,2.687807048,1.239183769,1.291543646,NaN,NaN,NaN,25
0.506145483,-0.157079633,-2.391101075,NaN,NaN,NaN,3,0.174532925,-0.331612558,0.017453293,-2.21656815,NaN,NaN,NaN,25
0.383972435,-1.291543646,-2.617993878,NaN,NaN,NaN,3,1.588249619,1.204277184,0.296705973,-1.029744259,NaN,NaN,NaN,25
0.767944871,-1.343903524,1.396263402,NaN,NaN,NaN,3,-2.35619449,-3.124139361,2.583087293,-0.959931089,NaN,NaN,NaN,25
-0.034906585,-1.361356817,0.436332313,NaN,NaN,NaN,3,-2.35619449,-2.321287905,2.565634,-1.919862177,NaN,NaN,NaN,25
0.34906585,2.268928028,-2.792526803,NaN,NaN,NaN,3,-0.401425728,-0.750491578,1.8675023,3.089232776,NaN,NaN,NaN,25
0.401425728,-1.396263402,-2.111848395,NaN,NaN,NaN,3,2.059488517,1.658062789,0.663225116,-0.052359878,NaN,NaN,NaN,25
1.239183769,-0.645771823,1.466076572,NaN,NaN,NaN,3,-2.949606436,2.094395102,2.687807048,-1.483529864,NaN,NaN,NaN,25
0.052359878,-1.902408885,0.366519143,NaN,NaN,NaN,3,-2.024581932,-2.07694181,2.35619449,-1.658062789,NaN,NaN,NaN,25
2.234021443,1.884955592,2.844886681,NaN,NaN,NaN,3,1.535889742,-0.698131701,-2.862339973,-1.902408885,NaN,NaN,NaN,25
0.087266463,-2.14675498,-0.488692191,NaN,NaN,NaN,3,-2.827433388,-2.914699851,1.308996939,2.967059728,NaN,NaN,NaN,25
-0.890117919,-0.733038286,-0.663225116,NaN,NaN,NaN,3,-2.967059728,-2.07694181,2.583087293,2.652900463,NaN,NaN,NaN,25
0.610865238,-2.478367538,-0.855211333,NaN,NaN,NaN,3,-2.670353756,3.001966313,1.134464014,2.757620218,NaN,NaN,NaN,25
0.401425728,0.977384381,2.111848395,NaN,NaN,NaN,3,2.251474735,1.850049007,-3.054326191,-1.919862177,NaN,NaN,NaN,25
0.471238898,2.932153143,-1.378810109,NaN,NaN,NaN,3,-2.321287905,-2.792526803,0.610865238,2.583087293,NaN,NaN,NaN,25
-0.331612558,-1.640609497,2.967059728,NaN,NaN,NaN,3,2.391101075,2.722713633,0.750491578,-0.925024504,NaN,NaN,NaN,25
0.13962634,-1.169370599,0.488692191,NaN,NaN,NaN,3,-1.535889742,-1.675516082,-2.705260341,-1.047197551,NaN,NaN,NaN,25
0.13962634,2.984513021,-2.652900463,NaN,NaN,NaN,3,-0.436332313,-0.575958653,2.548180708,-3.089232776,NaN,NaN,NaN,25
0.06981317,1.850049007,2.827433388,NaN,NaN,NaN,3,0.593411946,0.523598776,2.443460953,-2.862339973,NaN,NaN,NaN,25
0.27925268,-0.052359878,-0.523598776,NaN,NaN,NaN,3,0.488692191,0.20943951,0.436332313,-0.034906585,NaN,NaN,NaN,25
0.314159265,-0.907571211,0.610865238,NaN,NaN,NaN,3,-2.181661565,-2.49582083,-3.089232776,-1.570796327,NaN,NaN,NaN,25
-0.244346095,-0.802851456,-0.052359878,NaN,NaN,NaN,3,-2.408554368,-2.164208272,3.071779484,-2.460914245,NaN,NaN,NaN,25
0.959931089,-1.396263402,-0.436332313,NaN,NaN,NaN,3,2.024581932,1.064650844,0.628318531,1.588249619,NaN,NaN,NaN,25
0.977384381,1.343903524,-2.670353756,NaN,NaN,NaN,3,-0.13962634,-1.117010721,1.204277184,-2.809980096,NaN,NaN,NaN,25
0.13962634,-2.199114858,-1.832595715,0.41887902,0.471238898,1.640609497,6,-2.199114858,-2.338741198,1.884955592,2.251474735,-1.780235837,-1.727875959,-0.558505361,25
0.366519143,0.436332313,1.396263402,1.466076572,2.792526803,-2.635447171,6,1.239183769,0.872664626,1.675516082,2.635447171,2.705260341,-2.251474735,-1.396263402,25
