error,response,target,subject
-0.052359878,-1.204277184,-1.151917306,3
-0.017453293,-2.164208272,-2.14675498,3
0.06981317,0.174532925,0.104719755,3
0,-2.181661565,-2.181661565,3
0.034906585,-1.762782545,-1.79768913,3
0.104719755,1.274090354,1.169370599,3
0.06981317,0.157079633,0.087266463,3
-0.034906585,1.762782545,1.79768913,3
0.034906585,0.645771823,0.610865238,3
0.052359878,-1.239183769,-1.291543646,3
0.052359878,2.268928028,2.21656815,3
0,2.251474735,2.251474735,3
0.122173048,-2.600540585,-2.722713633,3
0.052359878,2.530727415,2.478367538,4
0.034906585,0.157079633,0.122173048,4
0.017453293,-1.239183769,-1.256637061,4
0,2.513274123,2.513274123,4
-0.034906585,-2.35619449,-2.321287905,4
-0.052359878,2.00712864,2.059488517,4
-0.052359878,-0.785398163,-0.733038286,4
-0.017453293,0.628318531,0.645771823,4
-0.20943951,-2.722713633,-2.513274123,4
-0.017453293,1.256637061,1.274090354,4
-0.122173048,2.07694181,2.199114858,4
-0.087266463,1.553343034,1.640609497,4
0.052359878,2.42600766,2.373647783,4
0.13962634,-1.535889742,-1.675516082,4
-0.017453293,-2.129301687,-2.111848395,4
-0.087266463,1.012290966,1.099557429,4
0.034906585,-1.483529864,-1.518436449,4
0.052359878,-1.692969374,-1.745329252,4
0.13962634,-2.687807048,-2.827433388,4
0.06981317,-1.954768762,-2.024581932,4
0.052359878,-2.757620218,-2.809980096,4
0.017453293,0.383972435,0.366519143,4
-0.052359878,2.565634,2.617993878,4
-0.087266463,1.448623279,1.535889742,4
0.034906585,-2.391101075,-2.42600766,4
0,1.343903524,1.343903524,4
0.017453293,-2.775073511,-2.792526803,4
0.087266463,0.593411946,0.506145483,4
0.13962634,-1.099557429,-1.239183769,4
0,-0.855211333,-0.855211333,4
0.157079633,1.151917306,0.994837674,4
0.122173048,-0.104719755,-0.226892803,4
0.06981317,-0.27925268,-0.34906585,4
0,1.343903524,1.343903524,4
-0.087266463,1.79768913,1.884955592,4
0,-2.478367538,-2.478367538,4
-0.104719755,-3.054326191,-2.949606436,4
0.017453293,-2.548180708,-2.565634,4
0.052359878,1.082104136,1.029744259,4
0.157079633,-0.20943951,-0.366519143,4
-0.034906585,1.79768913,1.832595715,4
0.104719755,-3.001966313,-3.106686069,4
-0.104719755,1.954768762,2.059488517,4
0.087266463,0.733038286,0.645771823,4
-0.052359878,2.932153143,2.984513021,4
0.017453293,0,-0.017453293,4
-0.017453293,1.291543646,1.308996939,4
0.122173048,1.675516082,1.553343034,4
0.104719755,1.378810109,1.274090354,4
0.034906585,1.692969374,1.658062789,4
0.052359878,-1.762782545,-1.815142422,5
-0.13962634,1.448623279,1.588249619,5
0.052359878,1.047197551,0.994837674,5
-0.034906585,-2.722713633,-2.687807048,5
-0.087266463,3.071779484,-3.124139361,5
0,-1.623156204,-1.623156204,5
0.034906585,-2.705260341,-2.740166926,5
0.122173048,2.14675498,2.024581932,5
-0.017453293,-1.466076572,-1.448623279,5
0.034906585,-0.942477796,-0.977384381,5
0,0.314159265,0.314159265,5
0.087266463,-1.483529864,-1.570796327,5
0,2.792526803,2.792526803,5
0.034906585,1.605702912,1.570796327,5
0,1.064650844,1.064650844,5
0,-1.431169987,-1.431169987,5
0,0.750491578,0.750491578,5
0,-1.623156204,-1.623156204,5
0.017453293,-3.019419606,-3.036872898,5
0.087266463,0.994837674,0.907571211,5
0.017453293,0.942477796,0.925024504,5
0,1.204277184,1.204277184,5
0.017453293,-2.809980096,-2.827433388,5
0.06981317,-1.256637061,-1.326450232,5
0.017453293,-1.413716694,-1.431169987,5
-0.052359878,2.373647783,2.42600766,5
-0.017453293,-2.792526803,-2.775073511,5
0,0.715584993,0.715584993,5
0.034906585,-2.775073511,-2.809980096,5
0,0.750491578,0.750491578,5
-0.017453293,-1.448623279,-1.431169987,5
-0.034906585,-0.314159265,-0.27925268,5
-0.017453293,2.268928028,2.28638132,5
-0.06981317,1.535889742,1.605702912,5
0,-1.012290966,-1.012290966,5
-0.052359878,-2.181661565,-2.129301687,5
-0.052359878,-1.954768762,-1.902408885,5
0.06981317,1.745329252,1.675516082,5
-0.104719755,0.453785606,0.558505361,5
-0.017453293,-1.762782545,-1.745329252,5
-0.017453293,0.06981317,0.087266463,5
0.104719755,0.802851456,0.698131701,5
-0.034906585,2.879793266,2.914699851,5
0.122173048,1.623156204,1.500983157,5
-0.034906585,0.523598776,0.558505361,5
0.034906585,-1.745329252,-1.780235837,5
0.034906585,0.13962634,0.104719755,5
-0.052359878,-1.780235837,-1.727875959,5
0.06981317,1.989675347,1.919862177,5
0.034906585,2.460914245,2.42600766,5
-0.052359878,-1.500983157,-1.448623279,6
-0.157079633,0.715584993,0.872664626,6
0.13962634,1.466076572,1.326450232,6
0.034906585,2.897246558,2.862339973,6
0.226892803,0.087266463,-0.13962634,6
-0.122173048,-0.890117919,-0.767944871,6
-0.122173048,0.314159265,0.436332313,6
0.244346095,0.174532925,-0.06981317,6
0.087266463,-3.036872898,-3.124139361,6
0.017453293,2.408554368,2.391101075,6
-0.191986218,-2.338741198,-2.14675498,6
-0.052359878,2.234021443,2.28638132,6
-0.06981317,1.239183769,1.308996939,6
0,-2.600540585,-2.600540585,6
-0.06981317,2.251474735,2.321287905,6
-0.017453293,2.059488517,2.07694181,6
-0.104719755,-0.157079633,-0.052359878,6
-0.104719755,-2.024581932,-1.919862177,6
-0.052359878,1.256637061,1.308996939,6
-0.122173048,0.226892803,0.34906585,6
-0.034906585,-0.471238898,-0.436332313,6
0.122173048,-1.954768762,-2.07694181,6
0.017453293,0.925024504,0.907571211,6
0.06981317,0.890117919,0.820304748,6
-0.087266463,0.698131701,0.785398163,6
-0.104719755,-1.919862177,-1.815142422,6
-0.087266463,2.094395102,2.181661565,6
0.034906585,0.34906585,0.314159265,6
0.034906585,3.089232776,3.054326191,6
-0.034906585,-0.296705973,-0.261799388,6
0.034906585,-1.169370599,-1.204277184,6
-0.052359878,-1.204277184,-1.151917306,6
-0.087266463,0.994837674,1.082104136,6
0.017453293,-1.483529864,-1.500983157,6
-0.052359878,-1.117010721,-1.064650844,6
-0.052359878,2.984513021,3.036872898,6
-0.06981317,-1.815142422,-1.745329252,6
0.122173048,-0.052359878,-0.174532925,6
-0.06981317,-3.071779484,-3.001966313,6
-0.034906585,-1.012290966,-0.977384381,6
-0.06981317,0.802851456,0.872664626,6
-0.104719755,-2.687807048,-2.583087293,6
-0.122173048,-2.234021443,-2.111848395,6
-0.034906585,-1.884955592,-1.850049007,6
-0.191986218,-2.809980096,-2.617993878,6
-0.087266463,-3.106686069,-3.019419606,6
0.174532925,-2.234021443,-2.408554368,6
0,2.757620218,2.757620218,6
0.052359878,-1.396263402,-1.448623279,6
0,-0.174532925,-0.174532925,6
-0.06981317,-0.698131701,-0.628318531,7
0.13962634,-1.204277184,-1.343903524,7
0.034906585,-0.523598776,-0.558505361,7
-0.157079633,0.837758041,0.994837674,7
-0.06981317,-1.151917306,-1.082104136,7
-0.104719755,1.378810109,1.483529864,7
-0.034906585,-1.291543646,-1.256637061,7
0.13962634,-2.583087293,-2.722713633,7
0.104719755,-0.575958653,-0.680678408,7
0.052359878,2.635447171,2.583087293,7
-0.06981317,0.593411946,0.663225116,7
-0.052359878,-1.658062789,-1.605702912,7
0.174532925,0.366519143,0.191986218,7
-0.13962634,-2.181661565,-2.042035225,7
0.157079633,2.740166926,2.583087293,7
-0.052359878,-1.640609497,-1.588249619,7
0.087266463,2.513274123,2.42600766,7
0.034906585,0.785398163,0.750491578,7
-0.087266463,0.34906585,0.436332313,7
-0.052359878,-0.750491578,-0.698131701,7
0.157079633,-1.256637061,-1.413716694,7
0.191986218,1.099557429,0.907571211,7
0.087266463,2.42600766,2.338741198,7
0.087266463,1.832595715,1.745329252,7
0.034906585,2.530727415,2.49582083,7
0.314159265,0.994837674,0.680678408,7
0.13962634,-3.106686069,3.036872898,7
0.034906585,2.460914245,2.42600766,7
0.296705973,0,-0.296705973,7
-0.052359878,1.466076572,1.518436449,7
-0.20943951,-2.49582083,-2.28638132,7
-0.174532925,0,0.174532925,7
-0.017453293,2.28638132,2.303834613,7
0.20943951,0.523598776,0.314159265,7
0,1.815142422,1.815142422,7
0.122173048,0.052359878,-0.06981317,7
-0.017453293,0.733038286,0.750491578,7
0.13962634,-2.268928028,-2.408554368,7
0.052359878,-2.827433388,-2.879793266,7
0.087266463,-1.134464014,-1.221730476,7
-0.296705973,0.977384381,1.274090354,7
0.017453293,0.296705973,0.27925268,7
0.41887902,1.012290966,0.593411946,7
0.104719755,0.244346095,0.13962634,7
-0.052359878,-2.234021443,-2.181661565,7
0.27925268,0.820304748,0.541052068,7
-0.034906585,1.93731547,1.972222055,7
-0.034906585,2.094395102,2.129301687,7
-0.174532925,1.518436449,1.692969374,7
-0.296705973,-2.617993878,-2.321287905,7
0.034906585,1.448623279,1.413716694,8
-0.017453293,-1.815142422,-1.79768913,8
-0.052359878,-2.548180708,-2.49582083,8
0.052359878,2.740166926,2.687807048,8
0.157079633,-0.767944871,-0.925024504,8
-0.06981317,-2.251474735,-2.181661565,8
0.017453293,2.844886681,2.827433388,8
0.087266463,0.27925268,0.191986218,8
0.017453293,3.019419606,3.001966313,8
0.034906585,2.373647783,2.338741198,8
0.087266463,-0.27925268,-0.366519143,8
-0.104719755,-2.757620218,-2.652900463,8
0.017453293,2.49582083,2.478367538,8
0.052359878,1.466076572,1.413716694,8
0,2.565634,2.565634,8
-0.034906585,0.226892803,0.261799388,8
0,-3.124139361,-3.124139361,8
-0.034906585,1.064650844,1.099557429,8
-0.06981317,2.862339973,2.932153143,8
-0.052359878,-1.989675347,-1.93731547,8
0.104719755,-1.570796327,-1.675516082,8
0,-1.431169987,-1.431169987,8
-0.034906585,0.994837674,1.029744259,8
-0.017453293,-1.832595715,-1.815142422,8
-0.034906585,-0.191986218,-0.157079633,8
-0.122173048,0.191986218,0.314159265,8
-0.017453293,2.321287905,2.338741198,8
-0.122173048,-2.251474735,-2.129301687,8
0.104719755,1.902408885,1.79768913,8
0,-2.07694181,-2.07694181,8
-0.087266463,0.715584993,0.802851456,8
0,2.722713633,2.722713633,8
-0.017453293,-1.710422667,-1.692969374,8
0.261799388,1.692969374,1.431169987,8
0.104719755,-2.268928028,-2.373647783,8
0.034906585,0.104719755,0.06981317,8
-0.052359878,-2.094395102,-2.042035225,8
0.017453293,-1.413716694,-1.431169987,8
-0.052359878,2.00712864,2.059488517,8
-0.017453293,-2.268928028,-2.251474735,8
-0.122173048,2.268928028,2.391101075,8
0.034906585,-0.680678408,-0.715584993,8
0,-1.256637061,-1.256637061,8
0,1.727875959,1.727875959,8
-0.06981317,-1.605702912,-1.535889742,8
-0.052359878,2.07694181,2.129301687,8
-0.017453293,3.124139361,-3.141592654,8
-0.06981317,0.366519143,0.436332313,8
-0.13962634,2.00712864,2.14675498,8
0.104719755,1.256637061,1.151917306,8
-0.017453293,1.919862177,1.93731547,9
0,-0.06981317,-0.06981317,9
0.052359878,0.34906585,0.296705973,9
-0.174532925,0.157079633,0.331612558,9
0.034906585,1.588249619,1.553343034,9
-0.052359878,-1.93731547,-1.884955592,9
-0.017453293,-0.523598776,-0.506145483,9
0.104719755,0.087266463,-0.017453293,9
-0.06981317,1.483529864,1.553343034,9
-0.06981317,-0.994837674,-0.925024504,9
0.017453293,-2.740166926,-2.757620218,9
0.06981317,1.466076572,1.396263402,9
-0.017453293,1.675516082,1.692969374,9
0,-0.06981317,-0.06981317,9
0.052359878,-3.001966313,-3.054326191,9
0.104719755,0.541052068,0.436332313,9
-0.157079633,2.042035225,2.199114858,9
0.052359878,-1.256637061,-1.308996939,9
0.052359878,-3.124139361,3.106686069,9
-0.052359878,-0.715584993,-0.663225116,9
0.052359878,1.762782545,1.710422667,9
0.017453293,1.850049007,1.832595715,9
-0.06981317,0.261799388,0.331612558,9
-0.191986218,-0.994837674,-0.802851456,9
0.191986218,-2.199114858,-2.391101075,9
0.087266463,2.024581932,1.93731547,9
0.174532925,1.640609497,1.466076572,9
-0.034906585,-2.338741198,-2.303834613,9
0,2.199114858,2.199114858,9
0.261799388,-2.181661565,-2.443460953,9
0.104719755,1.326450232,1.221730476,9
-0.087266463,-2.21656815,-2.129301687,9
-0.13962634,-2.49582083,-2.35619449,9
-0.017453293,-1.483529864,-1.466076572,9
-0.087266463,1.064650844,1.151917306,9
0.017453293,-0.13962634,-0.157079633,9
0.13962634,0.226892803,0.087266463,9
-0.017453293,2.740166926,2.757620218,9
-0.06981317,-2.251474735,-2.181661565,9
-0.052359878,-3.036872898,-2.984513021,9
0.13962634,0.017453293,-0.122173048,9
-0.122173048,1.012290966,1.134464014,9
-0.06981317,-1.431169987,-1.361356817,9
0.052359878,-1.902408885,-1.954768762,9
0.017453293,0.27925268,0.261799388,9
-0.034906585,-0.645771823,-0.610865238,9
0.087266463,3.106686069,3.019419606,9
0.017453293,-1.832595715,-1.850049007,9
0.017453293,2.21656815,2.199114858,9
0.06981317,2.28638132,2.21656815,9
0.157079633,1.326450232,1.169370599,10
0.052359878,-1.780235837,-1.832595715,10
-0.017453293,1.727875959,1.745329252,10
0.174532925,0.610865238,0.436332313,10
-0.226892803,-2.408554368,-2.181661565,10
0.122173048,1.710422667,1.588249619,10
-0.087266463,0.994837674,1.082104136,10
0.06981317,0.366519143,0.296705973,10
-0.104719755,2.792526803,2.897246558,10
0.052359878,2.740166926,2.687807048,10
-0.017453293,-0.401425728,-0.383972435,10
-0.017453293,2.35619449,2.373647783,10
0.191986218,-0.541052068,-0.733038286,10
-0.13962634,1.850049007,1.989675347,10
-0.017453293,-1.989675347,-1.972222055,10
-0.034906585,-1.012290966,-0.977384381,10
-0.017453293,3.054326191,3.071779484,10
0,-1.448623279,-1.448623279,10
-0.13962634,1.535889742,1.675516082,10
0.034906585,2.722713633,2.687807048,10
0.017453293,2.879793266,2.862339973,10
0.052359878,0.191986218,0.13962634,10
0.034906585,-1.535889742,-1.570796327,10
0.06981317,1.396263402,1.326450232,10
0.034906585,-3.054326191,-3.089232776,10
-0.157079633,0.314159265,0.471238898,10
0.017453293,-3.124139361,-3.141592654,10
0.06981317,0.733038286,0.663225116,10
-0.226892803,1.518436449,1.745329252,10
-0.087266463,-0.558505361,-0.471238898,10
0.174532925,0.575958653,0.401425728,10
-0.034906585,-0.436332313,-0.401425728,10
-0.034906585,0.331612558,0.366519143,10
-0.261799388,0.680678408,0.942477796,10
0.174532925,0.13962634,-0.034906585,10
-0.034906585,-1.675516082,-1.640609497,10
0.087266463,-0.41887902,-0.506145483,10
-0.052359878,-0.401425728,-0.34906585,10
-0.052359878,2.268928028,2.321287905,10
0.157079633,2.862339973,2.705260341,10
-0.104719755,2.268928028,2.373647783,10
-0.087266463,-0.41887902,-0.331612558,10
-0.052359878,2.00712864,2.059488517,10
-0.087266463,2.234021443,2.321287905,10
-0.087266463,0.366519143,0.453785606,10
-0.052359878,-1.727875959,-1.675516082,10
-0.017453293,2.199114858,2.21656815,10
-0.06981317,-0.855211333,-0.785398163,10
0.06981317,-0.680678408,-0.750491578,10
-0.122173048,2.14675498,2.268928028,10
-0.034906585,0,0.034906585,11
-0.087266463,-2.460914245,-2.373647783,11
0.122173048,2.181661565,2.059488517,11
0.034906585,-2.827433388,-2.862339973,11
-0.191986218,-1.012290966,-0.820304748,11
0.052359878,2.408554368,2.35619449,11
0.087266463,-2.705260341,-2.792526803,11
0.034906585,1.466076572,1.431169987,11
0.052359878,0.925024504,0.872664626,11
-0.06981317,2.827433388,2.897246558,11
-0.052359878,1.413716694,1.466076572,11
-0.017453293,3.106686069,3.124139361,11
0.34906585,0.733038286,0.383972435,11
0.087266463,-1.012290966,-1.099557429,11
0.122173048,0.907571211,0.785398163,11
-0.06981317,1.466076572,1.535889742,11
-0.174532925,0.506145483,0.680678408,11
-0.261799388,-2.932153143,-2.670353756,11
0,0.855211333,0.855211333,11
0.157079633,-0.663225116,-0.820304748,11
0.174532925,-2.635447171,-2.809980096,11
0.122173048,-2.652900463,-2.775073511,11
0.244346095,1.378810109,1.134464014,11
0.104719755,-0.261799388,-0.366519143,11
-0.034906585,-2.059488517,-2.024581932,11
0.174532925,-0.628318531,-0.802851456,11
0.052359878,0.261799388,0.20943951,11
0.017453293,0.27925268,0.261799388,11
0.191986218,0.977384381,0.785398163,11
-0.052359878,-3.141592654,-3.089232776,11
0.13962634,1.93731547,1.79768913,11
-0.104719755,-0.750491578,-0.645771823,11
0,-1.79768913,-1.79768913,11
0.366519143,-3.124139361,2.792526803,11
0.087266463,-2.617993878,-2.705260341,11
-0.157079633,0.785398163,0.942477796,11
0.122173048,0.401425728,0.27925268,11
0.27925268,0.506145483,0.226892803,11
0.017453293,-2.14675498,-2.164208272,11
-0.087266463,0.488692191,0.575958653,11
0.052359878,-2.897246558,-2.949606436,11
0.122173048,-0.506145483,-0.628318531,11
0,-3.106686069,-3.106686069,11
-0.017453293,-2.024581932,-2.00712864,11
0,0.645771823,0.645771823,11
-0.104719755,2.460914245,2.565634,11
-0.052359878,-0.907571211,-0.855211333,11
-0.122173048,0.34906585,0.471238898,11
0.052359878,-0.855211333,-0.907571211,11
0.20943951,0.785398163,0.575958653,11
-0.157079633,1.274090354,1.431169987,12
0.104719755,-1.378810109,-1.483529864,12
0.13962634,0.750491578,0.610865238,12
0.034906585,-1.919862177,-1.954768762,12
-0.122173048,-2.617993878,-2.49582083,12
0.122173048,-0.226892803,-0.34906585,12
-0.157079633,0.261799388,0.41887902,12
-0.017453293,-2.094395102,-2.07694181,12
-0.034906585,-2.094395102,-2.059488517,12
0,-0.680678408,-0.680678408,12
0,0.20943951,0.20943951,12
0.017453293,-2.827433388,-2.844886681,12
0.052359878,0,-0.052359878,12
0.06981317,1.099557429,1.029744259,12
0.191986218,2.373647783,2.181661565,12
-0.157079633,-1.274090354,-1.117010721,12
-0.052359878,2.408554368,2.460914245,12
-0.017453293,-2.338741198,-2.321287905,12
0.087266463,-2.391101075,-2.478367538,12
0.052359878,-1.93731547,-1.989675347,12
-0.017453293,0.20943951,0.226892803,12
0.157079633,1.588249619,1.431169987,12
-0.017453293,2.775073511,2.792526803,12
0.174532925,2.35619449,2.181661565,12
0.017453293,-0.244346095,-0.261799388,12
-0.06981317,1.274090354,1.343903524,12
-0.226892803,-3.001966313,-2.775073511,12
-0.226892803,0.680678408,0.907571211,12
-0.052359878,0.541052068,0.593411946,12
0,-1.658062789,-1.658062789,12
-0.06981317,-1.274090354,-1.204277184,12
-0.06981317,0.244346095,0.314159265,12
0.122173048,-0.558505361,-0.680678408,12
0.401425728,-1.815142422,-2.21656815,12
-0.034906585,0.593411946,0.628318531,12
0.087266463,0.13962634,0.052359878,12
0.27925268,0.959931089,0.680678408,12
0.191986218,0.087266463,-0.104719755,12
0.017453293,0.34906585,0.331612558,12
0.296705973,-1.396263402,-1.692969374,12
0.750491578,-0.959931089,-1.710422667,12
0,-3.054326191,-3.054326191,12
-0.052359878,-1.378810109,-1.326450232,12
-0.034906585,-1.151917306,-1.117010721,12
0.261799388,-2.373647783,-2.635447171,12
-0.034906585,-1.117010721,-1.082104136,12
-0.06981317,-0.506145483,-0.436332313,12
-0.017453293,1.832595715,1.850049007,12
0.191986218,2.548180708,2.35619449,12
0.034906585,-0.401425728,-0.436332313,13
-0.017453293,1.308996939,1.326450232,13
0.017453293,2.443460953,2.42600766,13
0.104719755,2.059488517,1.954768762,13
-0.052359878,-2.635447171,-2.583087293,13
-0.104719755,-1.588249619,-1.483529864,13
0,-3.089232776,-3.089232776,13
0.13962634,-1.204277184,-1.343903524,13
-0.244346095,0.41887902,0.663225116,13
-0.06981317,-1.308996939,-1.239183769,13
0,-2.565634,-2.565634,13
0.087266463,-2.565634,-2.652900463,13
0.122173048,-0.750491578,-0.872664626,13
-0.06981317,2.792526803,2.862339973,13
0.052359878,-0.506145483,-0.558505361,13
-0.017453293,2.338741198,2.35619449,13
0.017453293,1.308996939,1.291543646,13
-0.087266463,-3.036872898,-2.949606436,13
-0.087266463,-0.855211333,-0.767944871,13
-0.191986218,-2.705260341,-2.513274123,13
0.052359878,-1.361356817,-1.413716694,13
0.052359878,-1.850049007,-1.902408885,13
-0.034906585,-0.994837674,-0.959931089,13
-0.06981317,-2.443460953,-2.373647783,13
0.157079633,-0.261799388,-0.41887902,13
-0.104719755,-1.780235837,-1.675516082,13
0.017453293,2.21656815,2.199114858,13
-0.017453293,1.413716694,1.431169987,13
0.104719755,-0.436332313,-0.541052068,13
0.052359878,2.740166926,2.687807048,13
0.157079633,0.191986218,0.034906585,13
0.157079633,1.151917306,0.994837674,13
-0.06981317,2.373647783,2.443460953,13
0.104719755,2.652900463,2.548180708,13
-0.06981317,-2.600540585,-2.530727415,13
0,-2.705260341,-2.705260341,13
0,1.727875959,1.727875959,13
-0.06981317,-0.959931089,-0.890117919,13
0.052359878,-1.570796327,-1.623156204,13
0.244346095,1.588249619,1.343903524,13
0.052359878,-1.483529864,-1.535889742,13
0.017453293,-1.431169987,-1.448623279,13
-0.157079633,-0.541052068,-0.383972435,13
-0.052359878,1.029744259,1.082104136,13
-0.017453293,-0.052359878,-0.034906585,13
-0.13962634,2.28638132,2.42600766,13
0.104719755,-1.291543646,-1.396263402,13
-0.017453293,0.925024504,0.942477796,13
-0.104719755,1.623156204,1.727875959,13
0.087266463,-1.239183769,-1.326450232,13
-0.104719755,-1.518436449,-1.413716694,14
0.122173048,-1.535889742,-1.658062789,14
-0.017453293,1.658062789,1.675516082,14
0.052359878,1.675516082,1.623156204,14
-0.06981317,-0.680678408,-0.610865238,14
-0.157079633,-1.884955592,-1.727875959,14
0.017453293,1.029744259,1.012290966,14
-0.13962634,2.251474735,2.391101075,14
0.087266463,2.443460953,2.35619449,14
-0.087266463,1.134464014,1.221730476,14
-0.157079633,2.652900463,2.809980096,14
0.017453293,2.827433388,2.809980096,14
-0.087266463,0.855211333,0.942477796,14
-0.06981317,1.186823891,1.256637061,14
